INC_RNKM,INC_RNK5,INC_RNK4,INC_RNK3,INC_RNK2,INC_RNK1,INC_RANK,NEWID,AGE_REF,AGE_REF_,AGE2,AGE2_,BLS_URBN,CUTENURE,CUTE_URE,DESCRIP,DESCRIP_,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,EMPLTYP1,EMPL_YP1,EMPLTYP2,EMPL_YP2,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGVX,FGVX_,FINCBEFX,FINC_EFX,FINLWT21,FIRAX,FIRAX_,FJSSDEDX,FJSS_EDX,FPVTX,FPVTX_,FREEMLX,FREEMLX_,FRRX,FRRX_,FS_MTHI,FS_MTHI_,FSS_RRX,FSS_RRX_,FSUPPX,FSUPPX_,FWAGEX,FWAGEX_,HRSPRWK1,HRSP_WK1,HRSPRWK2,HRSP_WK2,JFS_AMT,JFS_AMT_,JGRCFDMV,JGRC_DMV,JGRCFDWK,JGRC_DWK,JGROCYMV,JGRO_YMV,JGROCYWK,JGRO_YWK,LUMPX,LUMPX_,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,OCCEXPNX,OCCE_PNX,OCCULIS2,OCCU_IS2,OTHINX,OTHINX_,OTHRECX,OTHRECX_,PERSLT18,PERS_T18,PERSOT64,PERS_T64,OCCULIS1,OCCU_IS1,POPSIZE,RACE2,RACE2_,REC_FS,REC_FS_,REF_RACE,REF__ACE,REGION,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,STRTMNTH,STRTYEAR,TYPOWND,TYPOWND_,VEHQ,VEHQ_,WEEKI,WEEKI_,WEEKN,WELFRX,WELFRX_,WHYNWRK1,WHYN_RK1,WHYNWRK2,WHYN_RK2,WK_WRKD1,WK_W_KD1,WK_WRKD2,WK_W_KD2,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV,SMOKSUPP,PET_FOOD,PERSPROD,PERSSERV,DRUGSUPP,HOUSKEEP,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,INCLASS,STATE,INC__ANK,CUID,HORREF1,HORREF1_,HORREF2,HORREF2_,FGVXM,FGVXM_,FINCBEFM,FINC_EFM,FINCBEF1,FINCBEF2,FINCBEF3,FINCBEF4,FINCBEF5,FINCBEFI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPVTXM,FPVTXM_,FRRXM,FRRXM_,FS_AMTXM,FS_A_TXM,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FSS_RRXM,FSS__RXM,FSS_RRX1,FSS_RRX2,FSS_RRX3,FSS_RRX4,FSS_RRX5,FSS_RRXI,FSUPPXM,FSUPPXM_,FSUPPX1,FSUPPX2,FSUPPX3,FSUPPX4,FSUPPX5,FSUPPXI,FWAGEXM,FWAGEXM_,FWAGEX1,FWAGEX2,FWAGEX3,FWAGEX4,FWAGEX5,FWAGEXI,INC__NKM,JFS_AMTM,JFS__MTM,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,OTHINXM,OTHINXM_,OTHINX1,OTHINX2,OTHINX3,OTHINX4,OTHINX5,OTHINXI,WELFRXM,WELFRXM_,WELFRX1,WELFRX2,WELFRX3,WELFRX4,WELFRX5,WELFRXI,PICKCODE,LUMPB,LUMPB_,LUMPBX,LUMPBX_,OTHINB,OTHINB_,OTHINBX,OTHINBX_,WELFRB,WELFRB_,WELFRBX,WELFRBX_,PSU,HIGH_EDU,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVB,INTRDVB_,INTRDVBX,INTR_VBX,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHREGB,OTHREGB_,OTHREGBX,OTHR_GBX,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,RETSRVBX,RETS_VBX,RETSURVB,RETS_RVB,RETSURVX,RETS_RVX,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVI,RETSURVM,ROYESTB,ROYESTB_,ROYESTBX,ROYE_TBX,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,DIVISION,REFGEN,HISP_REF,HISP2
0.9021773,0.8606541,0.8981158,0.860742,0.9528291,0.9014147,0.8818967,3809852,55,D,61,D,1,1,D,1,D,2,D,15,D,15,D,5,D,4,D,2,D,1,D,7875,D,138000,D,47485.694,21000,D,10557,D,0,D,,A,0,D,,A,0,D,0,D,138000,D,50,D,40,D,0,D,443,D,102,D,522,D,120,D,,A,1,,2,D,27257,T,3,D,,A,0,T,0,D,0,D,3,D,2,1,,2,D,1,D,4,2,D,1,,1,11,2017,1,D,2,D,2,D,2,,A,,A,,A,52,D,52,D,,,,101682.447,,,,,,85204.936,103806.791,108578.197,,114934.998,,,,101631.336,99331.79,118894.794,97036.756,93191.296,,89621.307,114187.365,105285.634,,,67792.911,,87348.393,,,91762.225,83720.571,,118354.027,110258.209,,85318.811,,102525.033,96964.819,,103.03,81.91,7.85,4.62,10.77,30.66,0,0,0,1.24,3.99,13.17,9.61,0,0,0,0,0,0,0,21.12,42.75,0,0,0,0,0,46.42,1,D,,A,0,D,9,8,D,380985,,A,,A,7875,D,171830.2,D,172437,239310,138091,169253,140060,201,14240.1,T,14240,14240,14240,14240,14240,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,138000,D,138000,138000,138000,138000,138000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S48B,15,0,D,34437,101310,91,31253,2060,201,33830,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,8,3,2,2
0.4876845,0.4921357,0.4831862,0.4958235,0.4881772,0.4889593,0.5732944,3809861,24,D,,A,1,4,D,1,D,4,D,13,D,,A,1,D,,A,2,D,9,D,0,D,49300,D,83703.606,0,D,3672,D,0,D,70,D,0,D,,A,0,D,0,D,48000,D,36,D,,A,0,D,174,D,40,D,217,D,50,D,,A,5,,2,D,,A,,A,,A,0,T,0,D,0,D,7,D,2,,A,2,D,1,D,4,1,D,,A,1,11,2017,,A,2,D,1,D,2,,A,,A,,A,50,D,,A,,159172.375,153635.803,,170624.337,,172928.548,149930.064,,,,164013.551,,,,,,176678.433,164400.672,190362.381,,166107.701,,,,186547.465,163453.212,165297.26,139687.411,193948.904,,145355.613,138692.481,128928.02,,,169741.665,,147027.459,,,156637.123,145514.433,,308.72,68.57,9.32,0,0,11.5,0,0,0,0,0,0,11.8,0,0,0,3,0,0,32.95,240.15,15,0,0,0,0,0,0,1,D,,A,0,D,7,41,D,380986,,A,,A,0,D,49289.2,D,49135,49023,49277,49096,49915,301,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,48000,D,48000,48000,48000,48000,48000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,2,D,1300,D,,C,1135,1023,1277,1096,1915,301,1289,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,D,A,A,A,A,9,5,2,
0.4883282,0.4905474,0.4825424,0.4951797,0.488821,0.4912631,0.5726507,3809862,24,D,,A,1,4,D,1,D,4,D,13,D,,A,1,D,,A,2,D,9,D,0,D,49300,D,83703.606,0,D,3672,D,0,D,70,D,0,D,,A,0,D,0,D,48000,D,36,D,,A,0,D,174,D,40,D,217,D,50,D,,A,5,,2,D,,A,,A,,A,0,T,0,D,0,D,7,D,2,,A,2,D,1,D,4,1,D,,A,1,11,2017,,A,2,D,2,D,2,,A,,A,,A,50,D,,A,,159172.375,153635.803,,170624.337,,172928.548,149930.064,,,,164013.551,,,,,,176678.433,164400.672,190362.381,,166107.701,,,,186547.465,163453.212,165297.26,139687.411,193948.904,,145355.613,138692.481,128928.02,,,169741.665,,147027.459,,,156637.123,145514.433,,210.76,162.26,14.98,4,0,17,0,7.15,0,4.5,2,37,7.95,0,2.99,7,14.96,5.8,0,36.93,48.5,0,0,0,0,0,0,0.99,1,D,,A,0,D,7,41,D,380986,,A,,A,0,D,49316,D,49558,49089,49236,49001,49696,301,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,48000,D,48000,48000,48000,48000,48000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,2,D,1300,D,,C,1558,1089,1236,1001,1696,301,1316,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,D,A,A,A,A,9,5,2,
0.3004159,0.422702,0.3567757,0.3996503,0.2616078,0.0980286,0.0055859,3809871,59,D,,A,1,4,D,1,D,1,D,12,D,,A,1,D,,A,1,D,8,D,0,D,0,D,32199.612,0,D,0,D,0,D,,A,0,D,,A,0,D,0,D,0,D,40,D,,A,0,D,239,D,55,D,261,D,60,D,,A,3,,1,D,,A,,A,,A,0,T,0,D,0,D,10,D,1,,A,2,D,1,D,1,2,D,,A,1,11,2017,,A,1,D,1,D,2,,A,,A,,A,52,D,,A,57502.512,,59732.719,63540.478,,,70075.64,,,75428.701,,57612.269,,,63448.267,68791.953,63951.354,,65257.66,69530.535,54256.719,63363.073,62966.357,,,,55532.258,,51735.815,65834.629,67860.109,,,,,,75479.322,,,,59733.001,72931.157,,58676.488,28.42,28.42,0,1.99,0,0,0,0,0,1.99,0,4.44,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1,D,,A,0,D,6,34,A,380987,,A,,A,0,D,30559,D,11990,25836,38439,35300,41230,201,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,30559,D,11990,25836,38439,35300,41230,201,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S12A,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,3,2,
0.2625516,0.2783945,0.4105756,0.3708882,0.2440658,0.0644382,0.0339998,3809872,59,D,,A,1,4,D,1,D,1,D,12,D,,A,1,D,,A,1,D,8,D,0,D,0,D,32199.612,0,D,0,D,0,D,,A,0,D,,A,0,D,0,D,0,D,40,D,,A,0,D,239,D,55,D,261,D,60,D,,A,3,,1,D,,A,,A,,A,0,T,0,D,0,D,10,D,1,,A,2,D,1,D,1,2,D,,A,1,12,2017,,A,1,D,2,D,2,,A,,A,,A,52,D,,A,57502.512,,59732.719,63540.478,,,70075.64,,,75428.701,,57612.269,,,63448.267,68791.953,63951.354,,65257.66,69530.535,54256.719,63363.073,62966.357,,,,55532.258,,51735.815,65834.629,67860.109,,,,,,75479.322,,,,59733.001,72931.157,,58676.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,1,D,,A,0,D,5,34,A,380987,,A,,A,0,D,27257.8,D,7875,24759,35945,40571,27139,201,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,27257.8,D,7875,24759,35945,40571,27139,201,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S12A,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,3,2,
0.3900577,0.3716684,0.4167224,0.3634938,0.3825882,0.4168666,0.4912613,3809911,71,D,,A,1,2,D,1,D,8,D,12,D,,A,,A,,A,1,D,8,D,0,D,38832,D,40059.909,0,D,0,D,0,D,,A,0,D,,A,14832,D,0,D,0,D,,A,,A,0,D,196,D,45,D,217,D,50,D,,A,2,,0,D,,A,,A,,A,0,T,0,D,1,D,,A,2,,A,2,D,1,D,3,2,D,,A,1,11,2017,1,D,1,D,1,D,2,,A,1,D,,A,0,D,,A,,79221.254,93768.328,,,81891.873,,92786.966,,,71675.847,87582.111,,85737.328,82689.309,,67982.14,,79342.739,79606.582,,,,79845.332,,,,,,81768.164,93227.789,113005.157,,81947.358,,,,69112.7,86366.431,88846.979,78572.747,90759.761,,79869.694,251.03002,224.42002,21.58833,30.2019,7.32602,5.40245,0,10.56616,5.71369,3.31679,5.16775,10.03028,14.92444,11.51038,12.05592,12.08089,2.88109,27.64423,0,44.0097,26.61,0,42.4,0,0,0,22.26,62.54,1,D,,A,0,D,6,21,D,380991,,A,,A,0,D,38128.2,D,40765,37311,35362,41177,36026,302,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,14719.2,D,15756,14544,15336,13848,14112,301,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,24000,D,9,D,,C,25009,22767,20026,27329,21914,301,23409,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,6,3,2,
0.3939856,0.3862693,0.3757049,0.3638019,0.4677102,0.3840463,0.4909532,3809912,71,D,,A,1,2,D,1,D,8,D,12,D,,A,,A,,A,1,D,8,D,0,D,38832,D,40059.909,0,D,0,D,0,D,,A,0,D,,A,14832,D,0,D,0,D,,A,,A,0,D,196,D,45,D,217,D,50,D,,A,2,,0,D,,A,,A,,A,0,T,0,D,1,D,,A,2,,A,2,D,1,D,3,2,D,,A,1,11,2017,1,D,1,D,2,D,2,,A,1,D,,A,0,D,,A,,79221.254,93768.328,,,81891.873,,92786.966,,,71675.847,87582.111,,85737.328,82689.309,,67982.14,,79342.739,79606.582,,,,79845.332,,,,,,81768.164,93227.789,113005.157,,81947.358,,,,69112.7,86366.431,88846.979,78572.747,90759.761,,79869.694,109.6,85.56,0,0,2.01,0,1.98,0,0,0,1.49,0,0.4,0,0,0,51.84,10.49,0,17.35,24.04,0,42.4,0,42.32,0,0,0,1,D,,A,0,D,6,21,D,380991,,A,,A,0,D,38748.8,D,37586,46533,35493,36852,37280,302,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,15448.8,D,13668,16752,13836,16812,16176,301,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,24000,D,9,D,,C,23918,29781,21657,20040,21104,301,23300,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,6,3,2,
0.8654438,0.8811171,0.8159757,0.8261506,0.8852905,0.8743245,0.9121317,3809931,48,D,50,D,1,1,D,1,D,2,D,14,D,16,D,1,D,2,D,2,D,1,D,0,D,153588,D,37430.312,0,D,8461,D,0,D,,A,0,D,,A,0,D,0,D,135000,D,40,D,60,D,0,D,652,D,150,D,1304,D,300,D,,A,1,,2,D,,C,3,D,,A,0,T,0,D,0,D,5,D,3,1,,2,D,1,D,3,2,D,1,,1,11,2017,1,D,3,D,1,D,2,,A,,A,,A,52,D,52,D,,,93769.068,71350.228,58492.003,,84713.861,,,,80324.555,63933.048,77431.193,69904.157,67266.678,,88994.001,71793.959,56714.522,,,101606.556,,91819.914,,,101901.17,64851.757,,93771.689,76056.095,,98530.728,,83390.744,55161.353,,,,94978.385,,,,,163.16,155.3,9.14405,17.73632,13.2274,0,4.92963,0,12.03079,3.75911,5.16434,6.91712,7.65473,6.15756,0,0,6.09985,21.95,5.93847,34.59063,7.86,21.95,0,0,0,65.85,0,105.36,1,D,,A,0,D,9,47,D,380993,,A,,A,0,D,139939.8,D,145772,155260,122853,120422,155392,304,4824.6,D,5107,7885,3001,1639,6491,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,135000,D,135000,135000,135000,135000,135000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,16,-6100,D,-19124,-962,-32883,-41788,-10074,301,-20966,1,D,200,D,,C,9,101,101,100,130,301,88,,A,,A,,A,,,,,,100,,1,D,488,D,,C,204,188,101,108,345,301,189,24000,D,9,D,,C,29683,20933,20534,27002,29991,301,25629,,A,,A,,A,,,,,,100,,D,D,A,D,D,A,6,4,2,2
0.8877647,0.8796239,0.8831175,0.8935132,0.8840959,0.8855156,0.9118438,3809932,48,D,50,D,1,1,D,1,D,2,D,14,D,16,D,1,D,2,D,2,D,1,D,0,D,153588,D,37430.312,0,D,8461,D,0,D,,A,0,D,,A,0,D,0,D,135000,D,40,D,60,D,0,D,652,D,150,D,1304,D,300,D,,A,1,,2,D,,C,3,D,,A,0,T,0,D,0,D,5,D,3,1,,2,D,1,D,3,2,D,1,,1,11,2017,1,D,3,D,2,D,2,,A,,A,,A,52,D,52,D,,,93769.068,71350.228,58492.003,,84713.861,,,,80324.555,63933.048,77431.193,69904.157,67266.678,,88994.001,71793.959,56714.522,,,101606.556,,91819.914,,,101901.17,64851.757,,93771.689,76056.095,,98530.728,,83390.744,55161.353,,,,94978.385,,,,,106.42114,44.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,42.03,61.59114,0,0,0,17.97146,208.53,29.97,14.80173,1,D,,A,0,D,9,47,D,380993,,A,,A,0,D,155537.4,D,155469,154259,159000,154728,154231,304,7007.6,D,6530,7580,7066,7285,6577,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,135000,D,135000,135000,135000,135000,135000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,16,-6100,D,-9822,-2960,-6318,-4885,-9514,301,-6700,1,D,200,D,,C,164,47,124,151,81,301,113,,A,,A,,A,,,,,,100,,1,D,488,D,,C,719,581,499,998,382,301,636,24000,D,9,D,,C,29408,21591,29695,23464,28282,301,26488,,A,,A,,A,,,,,,100,,D,D,A,D,D,A,6,4,2,2
0.5087375,0.5143404,0.5138489,0.5175265,0.5112203,0.510244,0.5932862,3809941,80,D,,A,2,4,D,1,D,8,D,12,D,,A,,A,,A,1,D,8,D,0,D,51944,D,37254.526,440,D,0,D,0,D,,A,0,D,,A,10416,D,0,D,0,D,,A,,A,0,D,152,D,35,D,217,D,50,D,,A,1,,0,D,,A,,A,,A,0,T,0,D,1,D,,A,5,,A,2,D,1,D,2,1,D,,A,2,11,2017,,A,1,D,1,D,2,,A,1,D,,A,0,D,,A,,82466.907,,63671.676,86328.374,79016.906,,,63437.403,,67996.416,,,61127.902,63179.952,,85161.035,74315.93,,68058.801,,73251.504,69119.746,,,,54130.142,,,,,,66472.727,68206.152,89439.75,,77853.826,,,,68782.473,88420.467,61796.686,68091.163,97.82,18.09,15.8,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,0,0,0,79.73,6,0,0,2.57,10,0,0,1,D,,A,0,D,8,,D,380994,,A,,A,0,D,51987.4,D,51748,51873,51976,52497,51843,301,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,10416,D,10416,10416,10416,10416,10416,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,1,D,200,D,,C,4,129,232,753,99,301,243,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,41328,D,41328,41328,41328,41328,41328,100,41328,,A,,A,,A,,,,,,100,,D,D,A,A,D,A,,2,2,
0.508451,0.5131096,0.5123632,0.5160312,0.5088755,0.5113915,0.5935727,3809942,80,D,,A,2,4,D,1,D,8,D,12,D,,A,,A,,A,1,D,8,D,0,D,51944,D,37254.526,440,D,0,D,0,D,,A,0,D,,A,10416,D,0,D,0,D,,A,,A,0,D,152,D,35,D,217,D,50,D,,A,1,,0,D,,A,,A,,A,0,T,0,D,1,D,,A,5,,A,2,D,1,D,2,1,D,,A,2,11,2017,,A,1,D,2,D,2,,A,1,D,,A,0,D,,A,,82466.907,,63671.676,86328.374,79016.906,,,63437.403,,67996.416,,,61127.902,63179.952,,85161.035,74315.93,,68058.801,,73251.504,69119.746,,,,54130.142,,,,,,66472.727,68206.152,89439.75,,77853.826,,,,68782.473,88420.467,61796.686,68091.163,62.18,4.18,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,1.89,0,0,58,6,0,0,0,0,0,0,1,D,,A,0,D,8,,D,380994,,A,,A,0,D,51920.4,D,51838,51776,51794,52400,51794,301,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,10416,D,10416,10416,10416,10416,10416,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,1,D,200,D,,C,94,32,50,656,50,301,176,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,41328,D,41328,41328,41328,41328,41328,100,41328,,A,,A,,A,,,,,,100,,D,D,A,A,D,A,,2,2,
0.9724178,0.9746452,0.9734032,0.9712863,0.9722351,0.9726643,0.9908284,3809951,36,D,,A,1,4,D,1,D,1,D,16,D,,A,5,D,,A,1,D,8,D,0,D,351124,T,30377.597,4500,D,17610,T,0,D,,A,0,D,,A,0,D,0,D,300824,T,60,D,,A,0,D,370,D,85,D,435,D,100,D,,A,5,,1,D,,A,,A,,A,0,T,0,D,0,D,3,D,2,,A,2,D,1,D,3,1,D,,A,1,12,2017,,A,1,D,1,D,2,,A,,A,,A,52,D,,A,57921.191,,,,,,69929.128,,,,63858.25,61409.406,,56161.631,,66636.021,62247.274,,,70440.687,,,62261.455,,58840.464,,,50335.801,62717.464,60526.752,,56789.609,55721.698,60159.434,62662.684,64254.679,,,,64701.107,,67547.284,54922.835,67925.715,138.57,26.57,5,1,0,0,0,0,0,0,0,0,10,0,0,0,0,5.57,0,5,112,65.4,0,0,0,0,0,0,1,D,,A,0,D,9,24,T,380995,,A,,A,0,D,283530.8,T,283531,283531,283531,283531,283531,100,14240.1,T,14240,14240,14240,14240,14240,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,233230.8,T,233231,233231,233231,233231,233231,100,T,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35E,16,50000,D,50000,50000,50000,50000,50000,100,50000,,A,,A,300,D,300,300,300,300,300,100,300,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,D,A,A,A,A,5,5,2,
0.9726515,0.9748789,0.9736368,0.9715199,0.9724688,0.9728979,0.991062,3809952,36,D,,A,1,4,D,1,D,1,D,16,D,,A,5,D,,A,1,D,8,D,0,D,351124,T,30377.597,4500,D,17610,T,0,D,,A,0,D,,A,0,D,0,D,300824,T,60,D,,A,0,D,370,D,85,D,435,D,100,D,,A,5,,1,D,,A,,A,,A,0,T,0,D,0,D,3,D,2,,A,2,D,1,D,3,1,D,,A,1,12,2017,,A,1,D,2,D,2,,A,,A,,A,52,D,,A,57921.191,,,,,,69929.128,,,,63858.25,61409.406,,56161.631,,66636.021,62247.274,,,70440.687,,,62261.455,,58840.464,,,50335.801,62717.464,60526.752,,56789.609,55721.698,60159.434,62662.684,64254.679,,,,64701.107,,67547.284,54922.835,67925.715,73,40,0,4,0,0,0,0,0,3,0,0,18,0,0,0,0,0,0,15,33,0,0,0,0,0,0,0,1,D,,A,0,D,9,24,T,380995,,A,,A,0,D,283530.8,T,283531,283531,283531,283531,283531,100,14240.1,T,14240,14240,14240,14240,14240,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,233230.8,T,233231,233231,233231,233231,233231,100,T,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S35E,16,50000,D,50000,50000,50000,50000,50000,100,50000,,A,,A,300,D,300,300,300,300,300,100,300,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,D,A,A,A,A,5,5,2,
