INC_RNKM,INC_RNK5,INC_RNK4,INC_RNK3,INC_RNK2,INC_RNK1,INC_RANK,NEWID,AGE_REF,AGE_REF_,AGE2,AGE2_,BLS_URBN,CUTENURE,CUTE_URE,DESCRIP,DESCRIP_,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,EMPLTYP1,EMPL_YP1,EMPLTYP2,EMPL_YP2,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGVX,FGVX_,FINCBEFX,FINC_EFX,FINLWT21,FIRAX,FIRAX_,FJSSDEDX,FJSS_EDX,FPVTX,FPVTX_,FREEMLX,FREEMLX_,FRRX,FRRX_,FS_MTHI,FS_MTHI_,FSS_RRX,FSS_RRX_,FSUPPX,FSUPPX_,FWAGEX,FWAGEX_,HRSPRWK1,HRSP_WK1,HRSPRWK2,HRSP_WK2,JFS_AMT,JFS_AMT_,JGRCFDMV,JGRC_DMV,JGRCFDWK,JGRC_DWK,JGROCYMV,JGRO_YMV,JGROCYWK,JGRO_YWK,LUMPX,LUMPX_,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,OCCEXPNX,OCCE_PNX,OCCULIS2,OCCU_IS2,OTHINX,OTHINX_,OTHRECX,OTHRECX_,PERSLT18,PERS_T18,PERSOT64,PERS_T64,OCCULIS1,OCCU_IS1,POPSIZE,RACE2,RACE2_,REC_FS,REC_FS_,REF_RACE,REF__ACE,REGION,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,STRTMNTH,STRTYEAR,TYPOWND,TYPOWND_,VEHQ,VEHQ_,WEEKI,WEEKI_,WEEKN,WELFRX,WELFRX_,WHYNWRK1,WHYN_RK1,WHYNWRK2,WHYN_RK2,WK_WRKD1,WK_W_KD1,WK_WRKD2,WK_W_KD2,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV,SMOKSUPP,PET_FOOD,PERSPROD,PERSSERV,DRUGSUPP,HOUSKEEP,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,INCLASS,STATE,INC__ANK,CUID,HORREF1,HORREF1_,HORREF2,HORREF2_,FGVXM,FGVXM_,FINCBEFM,FINC_EFM,FINCBEF1,FINCBEF2,FINCBEF3,FINCBEF4,FINCBEF5,FINCBEFI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPVTXM,FPVTXM_,FRRXM,FRRXM_,FS_AMTXM,FS_A_TXM,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FSS_RRXM,FSS__RXM,FSS_RRX1,FSS_RRX2,FSS_RRX3,FSS_RRX4,FSS_RRX5,FSS_RRXI,FSUPPXM,FSUPPXM_,FSUPPX1,FSUPPX2,FSUPPX3,FSUPPX4,FSUPPX5,FSUPPXI,FWAGEXM,FWAGEXM_,FWAGEX1,FWAGEX2,FWAGEX3,FWAGEX4,FWAGEX5,FWAGEXI,INC__NKM,JFS_AMTM,JFS__MTM,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,OTHINXM,OTHINXM_,OTHINX1,OTHINX2,OTHINX3,OTHINX4,OTHINX5,OTHINXI,WELFRXM,WELFRXM_,WELFRX1,WELFRX2,WELFRX3,WELFRX4,WELFRX5,WELFRXI,PICKCODE,LUMPB,LUMPB_,LUMPBX,LUMPBX_,OTHINB,OTHINB_,OTHINBX,OTHINBX_,WELFRB,WELFRB_,WELFRBX,WELFRBX_,PSU,HIGH_EDU,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVB,INTRDVB_,INTRDVBX,INTR_VBX,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHREGB,OTHREGB_,OTHREGBX,OTHR_GBX,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,RETSRVBX,RETS_VBX,RETSURVB,RETS_RVB,RETSURVX,RETS_RVX,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVI,RETSURVM,ROYESTB,ROYESTB_,ROYESTBX,ROYE_TBX,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,DIVISION,REFGEN,HISP_REF,HISP2
0.1755912,0.1788103,0.1959029,0.2102971,0.1850194,0.1754359,0.3026504,3794921,21,D,,A,1,4,D,1,D,4,D,14,D,,A,1,D,,A,2,D,9,D,0,D,19000,D,49631.995,0,D,1454,D,0,D,,A,0,D,,A,0,D,0,D,19000,D,36,D,,A,0,D,348,D,80,D,435,D,100,D,,A,5,,2,D,,A,,A,,A,0,T,0,D,0,D,3,D,4,,A,2,D,1,D,3,2,D,,A,1,10,2017,,A,2,D,1,D,2,,A,,A,,A,20,D,,A,96376.229,93532.898,,66658.482,98129.032,94755.018,,,,,,96011.202,,,,75588.347,94830.521,,89105.107,,81733.355,105474.008,,,108494.079,,,98281.153,,124687.965,,,87049.863,88628.072,129098.995,,106193.975,88731.545,82709.836,89002.025,105761.56,,,,27.01,9.15,0,0,0,0,0,0,0,0,3.05,0,0.19,0,5.91,0,0,0,0,0,17.86,23.69,0,0,9.29,413,1.49,0,1,D,,A,0,D,4,37,D,379492,,A,,A,0,D,19453,D,18250,18694,21246,20966,18109,302,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,19453,D,18250,18694,21246,20966,18109,302,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,14,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,5,5,2,
0.184821,0.2369906,0.1759393,0.2016224,0.1865645,0.1892426,0.3022687,3794922,21,D,,A,1,4,D,1,D,4,D,14,D,,A,1,D,,A,2,D,9,D,0,D,19000,D,49631.995,0,D,1454,D,0,D,,A,0,D,,A,0,D,0,D,19000,D,36,D,,A,0,D,348,D,80,D,435,D,100,D,,A,5,,2,D,,A,,A,,A,0,T,0,D,0,D,3,D,4,,A,2,D,1,D,3,2,D,,A,1,10,2017,,A,2,D,2,D,2,,A,,A,,A,20,D,,A,96376.229,93532.898,,66658.482,98129.032,94755.018,,,,,,96011.202,,,,75588.347,94830.521,,89105.107,,81733.355,105474.008,,,108494.079,,,98281.153,,124687.965,,,87049.863,88628.072,129098.995,,106193.975,88731.545,82709.836,89002.025,105761.56,,,,113.20195,98.77,2.22,8.15,9.8,7.1,0,13.17,0,1.51,7.63,0,1.97,9.97,1.46,11.33,0,0,0,24.46,14.43195,34.97805,0,0,8.54,0,0,5.14,1,D,,A,0,D,5,37,D,379492,,A,,A,0,D,20228.8,D,19815,19079,20032,18509,23709,302,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,20228.8,D,19815,19079,20032,18509,23709,302,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,14,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,5,5,2,
0.3318152,0.340617,0.3373753,0.3419441,0.3356023,0.3383298,0.4355121,3794931,64,D,64,D,2,1,D,1,D,1,D,13,D,13,D,4,D,,A,2,D,1,D,0,D,33612,D,30550.639,0,D,612,D,0,D,,A,0,D,,A,18352,D,0,D,8000,D,40,D,,A,0,D,870,D,200,D,1087,D,250,D,,A,1,,1,D,,A,,A,,A,0,T,0,D,0,D,10,D,5,3,,2,D,1,D,2,2,D,1,,2,10,2017,1,D,3,D,1,D,2,,A,,A,4,D,20,D,0,D,50973.478,,,,,45324.363,,,,51582.791,43466.315,,41317.587,,52689.102,53319.211,,,46047.309,,,41317.587,,42225.842,,,46695.917,51902.575,41317.587,,45340.335,46874.198,48586.027,54676.727,41317.587,,,,41317.587,,50960.678,56964.703,45344.2,,155.11332,116.65,0,10.15,15.72994,14.20347,12.06659,0,0,0,4.95,0,4.39,1.64,0,4.98,0,39.94,5.64,2.96,38.46332,8.36668,29.96,58.57,36,0,0,37.75396,1,D,,A,0,D,6,,D,379493,,A,,A,0,D,33612,D,33612,33612,33612,33612,33612,100,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,18352,D,18352,18352,18352,18352,18352,100,0,D,0,0,0,0,0,100,8000,D,8000,8000,8000,8000,8000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,7260,D,7260,7260,7260,7260,7260,100,7260,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,D,A,A,,3,2,2
0.3320502,0.3408519,0.3376103,0.3421791,0.3358373,0.3385647,0.435747,3794932,64,D,64,D,2,1,D,1,D,1,D,13,D,13,D,4,D,,A,2,D,1,D,0,D,33612,D,30550.639,0,D,612,D,0,D,,A,0,D,,A,18352,D,0,D,8000,D,40,D,,A,0,D,870,D,200,D,1087,D,250,D,,A,1,,1,D,,A,,A,,A,0,T,0,D,0,D,10,D,5,3,,2,D,1,D,2,2,D,1,,2,10,2017,1,D,3,D,2,D,2,,A,,A,4,D,20,D,0,D,50973.478,,,,,45324.363,,,,51582.791,43466.315,,41317.587,,52689.102,53319.211,,,46047.309,,,41317.587,,42225.842,,,46695.917,51902.575,41317.587,,45340.335,46874.198,48586.027,54676.727,41317.587,,,,41317.587,,50960.678,56964.703,45344.2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,D,,A,0,D,6,,D,379493,,A,,A,0,D,33612,D,33612,33612,33612,33612,33612,100,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,18352,D,18352,18352,18352,18352,18352,100,0,D,0,0,0,0,0,100,8000,D,8000,8000,8000,8000,8000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,7260,D,7260,7260,7260,7260,7260,100,7260,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,D,A,A,,3,2,2
0.4426881,0.4444884,0.4395482,0.4511535,0.442058,0.4439296,0.5357977,3794951,77,D,77,D,1,4,D,1,D,8,D,12,D,11,D,,A,,A,2,D,1,D,0,D,43909,D,78048.878,0,D,0,D,0,D,,A,0,D,,A,29028,D,0,D,0,D,,A,,A,0,D,565,D,130,D,652,D,150,D,,A,1,,0,D,,A,,A,,A,0,T,0,D,2,D,,A,2,2,,2,D,2,D,2,2,D,1,,1,10,2017,,A,1,D,1,D,2,,A,1,D,1,D,0,D,0,D,,116289.9,103570.287,168531.48,,,54834.41,,79312.246,,,153252.264,173528.173,,314577.153,178567.725,,226182.069,,164604.831,159456.117,,,,79219.843,,,,,,262519.504,165718.1,180212.944,,174741.454,,,,125515.705,40247.097,85801.823,61685.613,88865.841,,164.80001,131.64001,4.97,12.83,6.78001,10.19,10.81,11.12,0,1.58,7.57,9.72,2.8,4.6825,4.87641,6.54359,3.4675,6.95,3.78,22.97,33.16,0,5.36,0,7.17,0,0,16.16,1,D,,A,0,D,7,39,D,379495,,A,,A,0,D,43909,D,43909,43909,43909,43909,43909,100,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,29028,D,29028,29028,29028,29028,29028,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,14881,D,14881,14881,14881,14881,14881,100,14881,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,3,2,2,2
0.4420878,0.4438882,0.4389479,0.4505532,0.4414578,0.4433293,0.5351975,3794952,77,D,77,D,1,4,D,1,D,8,D,12,D,11,D,,A,,A,2,D,1,D,0,D,43909,D,78048.878,0,D,0,D,0,D,,A,0,D,,A,29028,D,0,D,0,D,,A,,A,0,D,565,D,130,D,652,D,150,D,,A,1,,0,D,,A,,A,,A,0,T,0,D,2,D,,A,2,2,,2,D,2,D,2,2,D,1,,1,10,2017,,A,1,D,2,D,2,,A,1,D,1,D,0,D,0,D,,116289.9,103570.287,168531.48,,,54834.41,,79312.246,,,153252.264,173528.173,,314577.153,178567.725,,226182.069,,164604.831,159456.117,,,,79219.843,,,,,,262519.504,165718.1,180212.944,,174741.454,,,,125515.705,40247.097,85801.823,61685.613,88865.841,,154.38,102.4,0,18.83,20.22,8.83,2.05,1.68,0,1.79,1.69,13.91,3.37,1.5,1.67,2.49,0,5.27,4.28,14.82,51.98,0,10.72,0,4.26,0,0,23.11,1,D,,A,0,D,7,39,D,379495,,A,,A,0,D,43909,D,43909,43909,43909,43909,43909,100,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,29028,D,29028,29028,29028,29028,29028,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,14881,D,14881,14881,14881,14881,14881,100,14881,,A,,A,,A,,,,,,100,,D,A,A,A,D,A,3,2,2,2
0.0214942,0.0257703,0.0293897,0.0260307,0.0286597,0.0258624,0.1544578,3794961,30,D,,A,1,4,D,1,D,8,D,13,D,,A,,A,,A,2,D,7,D,0,D,2592,D,23013.139,0,D,0,D,0,D,,A,0,D,12,D,0,D,0,D,0,D,,A,,A,2592,D,348,D,80,D,435,D,100,D,,A,5,,0,D,,A,,A,,A,0,T,1,D,0,D,,A,1,,A,1,D,1,D,1,2,D,,A,1,10,2017,,A,1,D,1,D,2,,A,3,D,,A,0,D,,A,,,47068.574,44789.834,,54327.731,48655.605,,44644.646,,51717.933,38499.808,,,,43918.155,,,,,,47725.878,44911.443,41839.692,,49310.745,,,,50686.758,49866.874,41777.306,44624.308,48199.809,,42526.079,45387.727,43928.036,,,40803.685,,42826.516,,20.2,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,8.7,0,0,0,0,0,0,0,1,D,,A,1,D,1,34,A,379496,6,D,,A,0,D,2592,D,2592,2592,2592,2592,2592,100,0,D,0,0,0,0,0,0,D,0,D,216,D,216,216,216,216,216,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,2592,D,2592,2592,2592,2592,2592,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S12A,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,5,1,
0.0216712,0.0259473,0.0295666,0.0262077,0.0288367,0.0260394,0.1546348,3794962,30,D,,A,1,4,D,1,D,8,D,13,D,,A,,A,,A,2,D,7,D,0,D,2592,D,23013.139,0,D,0,D,0,D,,A,0,D,12,D,0,D,0,D,0,D,,A,,A,2592,D,348,D,80,D,435,D,100,D,,A,5,,0,D,,A,,A,,A,0,T,1,D,0,D,,A,1,,A,1,D,1,D,1,2,D,,A,1,10,2017,,A,1,D,2,D,2,,A,3,D,,A,0,D,,A,,,47068.574,44789.834,,54327.731,48655.605,,44644.646,,51717.933,38499.808,,,,43918.155,,,,,,47725.878,44911.443,41839.692,,49310.745,,,,50686.758,49866.874,41777.306,44624.308,48199.809,,42526.079,45387.727,43928.036,,,40803.685,,42826.516,,139.44,139.44,0.66,9.38,5.29,0,6.48,4.44,11.74,3.69,0,17.38,7.1,5.58,15.94,0,13.89,6.39,0,31.48,0,0,0,0,0,0,19.98,0,1,D,,A,1,D,1,34,A,379496,6,D,,A,0,D,2592,D,2592,2592,2592,2592,2592,100,0,D,0,0,0,0,0,0,D,0,D,216,D,216,216,216,216,216,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,2592,D,2592,2592,2592,2592,2592,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S12A,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,5,1,
0.7481344,0.8234972,0.6986059,0.8328189,0.7705667,0.3958065,0.2554605,3794971,29,D,32,D,1,4,D,1,D,2,D,11,D,11,D,5,D,5,D,2,D,1,D,0,D,15000,D,47205.23,0,D,1148,D,0,D,,A,0,D,,A,0,D,0,D,15000,D,40,D,40,D,0,D,522,D,120,D,652,D,150,D,,A,1,,2,D,,A,5,D,,A,0,T,0,D,0,D,5,D,1,1,,2,D,1,D,4,1,D,2,,1,10,2017,,A,1,D,1,D,2,,A,,A,,A,52,D,52,D,99727.771,,,98917.984,98236.752,112873.002,,89060.408,96816.082,107031.516,131234.176,93931.686,,,,103891.959,,92807.844,83355.577,87814.419,,,,,,93578.839,,,,81520.496,103358.269,,90234.228,,120704.457,95734.509,,,90059.76,,,96229.671,,98357.856,50.07,49,0,4.58,22.82,6.98,0,0,0,0,0,0,12.1,0,0,0,0,1.83,0,0.69,1.07,0,0,0,6.44,0,0,9.36,1,D,,A,0,D,9,6,D,379497,1,D,1,D,0,D,94831.4,D,39035,101732,125700,84333,123357,202,14240.1,T,14240,14240,14240,14240,14240,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,15000,D,15000,15000,15000,15000,15000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S49A,11,0,D,24035,86732,110700,69333,108357,202,79831,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,9,5,1,1
0.4401999,0.5480571,0.6891245,0.4256356,0.2164449,0.1581266,0.254185,3794972,29,D,32,D,1,4,D,1,D,2,D,11,D,11,D,5,D,5,D,2,D,1,D,0,D,15000,D,47205.23,0,D,1148,D,0,D,,A,0,D,,A,0,D,0,D,15000,D,40,D,40,D,0,D,522,D,120,D,652,D,150,D,,A,1,,2,D,,A,5,D,,A,0,T,0,D,0,D,5,D,1,1,,2,D,1,D,4,1,D,2,,1,10,2017,,A,1,D,2,D,2,,A,,A,,A,52,D,52,D,99727.771,,,98917.984,98236.752,112873.002,,89060.408,96816.082,107031.516,131234.176,93931.686,,,,103891.959,,92807.844,83355.577,87814.419,,,,,,93578.839,,,,81520.496,103358.269,,90234.228,,120704.457,95734.509,,,90059.76,,,96229.671,,98357.856,40.44,40.44,0,2.95,20.38,5.99,0,6.89,0,0,0,0,0,0,0,0,0,2.14,0,2.09,0,0,0,0,0,0,0,4.48,1,D,,A,0,D,7,6,D,379497,1,D,1,D,0,D,43744,D,17075,22267,40845,82129,56404,202,4577,D,1465,2259,5070,10648,3443,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,15000,D,15000,15000,15000,15000,15000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S49A,11,0,D,2075,7267,25845,67129,41404,202,28744,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,9,5,1,1
0.4967296,0.5244531,0.4799397,0.505119,0.4871864,0.4926078,0.5713706,3794981,58,D,,A,1,4,D,1,D,7,D,14,D,,A,,A,,A,3,D,9,D,0,D,49008,D,33052.351,0,D,1836,D,0,D,,A,0,D,,A,25008,D,0,D,24000,D,,A,,A,0,D,435,D,100,D,1087,D,250,D,,A,4,,2,D,,A,,A,,A,0,T,0,D,0,D,,A,1,,A,2,D,1,D,1,1,D,,A,1,10,2017,,A,1,D,1,D,2,,A,1,D,,A,0,D,,A,,,65302.929,,,70027.131,73183.021,,67126.352,60890.095,,60198.273,,62949.86,61077.166,,,,74360.081,,,,,,61673.132,58070.182,50007.01,,57744.599,,,,65166.747,70303.703,48711.822,71494.225,57099.565,,68268.181,85276.278,60095.883,,,68493.595,1.79,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,1,D,,A,0,D,8,42,D,379498,,A,,A,0,D,50186.2,D,49699,48876,50576,48239,53541,302,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,25008,D,25008,25008,25008,25008,25008,100,0,D,0,0,0,0,0,100,25178.2,D,24691,23868,25568,23231,28533,302,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S12B,14,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,3,2,
0.4816815,0.460411,0.480627,0.4917424,0.5147468,0.4666769,0.5711164,3794982,58,D,,A,1,4,D,1,D,7,D,14,D,,A,,A,,A,3,D,9,D,0,D,49008,D,33052.351,0,D,1836,D,0,D,,A,0,D,,A,25008,D,0,D,24000,D,,A,,A,0,D,435,D,100,D,1087,D,250,D,,A,4,,2,D,,A,,A,,A,0,T,0,D,0,D,,A,1,,A,2,D,1,D,1,1,D,,A,1,10,2017,,A,1,D,2,D,2,,A,1,D,,A,0,D,,A,,,65302.929,,,70027.131,73183.021,,67126.352,60890.095,,60198.273,,62949.86,61077.166,,,,74360.081,,,,,,61673.132,58070.182,50007.01,,57744.599,,,,65166.747,70303.703,48711.822,71494.225,57099.565,,68268.181,85276.278,60095.883,,,68493.595,28.92,28.92,0,0,10.88,8.74,0,0,0,0,0,0,0,1.99,0,0,0,7.31,0,0,0,0,0,0,0,0,100.07852,0,1,D,,A,0,D,7,42,D,379498,,A,,A,0,D,48186.2,D,46384,52225,48704,48262,45356,302,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,25008,D,25008,25008,25008,25008,25008,100,0,D,0,0,0,0,0,100,23178.2,D,21376,27217,23696,23254,20348,302,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S12B,14,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,2,3,2,
0.1934863,0.2079706,0.2037371,0.2120658,0.2068132,0.205035,0.326194,3795051,77,D,82,D,1,2,D,1,D,8,D,13,D,14,D,,A,,A,2,D,1,D,0,D,21444,D,80263.104,0,D,0,D,0,D,,A,0,D,,A,21444,D,0,D,0,D,,A,,A,0,D,217,D,50,D,217,D,50,D,,A,1,,0,D,,A,,A,,A,0,T,0,D,2,D,,A,4,2,,2,D,2,D,3,2,D,1,,2,10,2017,1,D,1,D,1,D,2,,A,1,D,1,D,0,D,0,D,228336.484,110170.27,79905.405,,,,43704.586,,74337.402,136967.064,122828.898,,,,,,219117.339,,,,147578.011,67409.271,,208752.455,,313592.3,96422.477,,,195570.035,,,174146.896,,162848.947,,,164032.388,112021.469,43704.586,,43704.586,90493.839,197893.213,56.9,56.9,0,0,0,5.34,0,0,0,0,4.27,0,2.16,4.75,0,0,0,35.79,0,4.59,0,0,0,0,6.73,0,0,5.68,1,D,,A,0,D,5,28,D,379505,,A,,A,0,D,21444,D,21444,21444,21444,21444,21444,100,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,21444,D,21444,21444,21444,21444,21444,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,14,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,6,2,2,2
