NEWID,Age,Education,Income_AT,Expenses,Housing,Food,Transport,Entertainment,Apparel,Health Spending,Personal Insurance
3566504,26,14,90691.9,11869.75,3739,1690,3771,42,120,993,1319.7501
3566514,62,14,63421,7753,3689,1365,772,465,0,280,747
3566534,54,15,-191620.6,77432.75,24224.75,3931,5536,4191,538,5208,6865
3566544,39,12,136908,16488.75,2593,3640,3351,1151,142,104,3070.7499
3566624,43,15,54347.4,8518.3,2733.5,1885,2805,0,0,0,1022.7999
3566634,60,13,127208.6,18100.3,11116,3055,335,385,0,540,2669.3001
3566644,51,15,25620,7138.75,1467,2560,1748,299,150,0,554.7501
3566664,87,13,11882.4,1510,450,910,0,0,60,90,0
3566704,87,13,16501,5143.35,2370,1235,278,288,0,753,219.3501
3566714,79,10,63684.1,4356.95,2192,1027,0,0,0,767,370.95
3566754,26,15,66242.4,11952.5,4085,2210,1725,265,190,0,3087.5001
3566764,56,15,160288.2,99687.26,22385.5,1578,28215,1835,583,1570,37916.76
3566784,56,10,19248,5084,3174,650,195,218,75,0,0
3566864,49,15,123651.6,21384.35,6966,2490,1445,1094,0,4356,4668.3501
3566924,46,15,46353.4,11547.4,5961,3120,300,183,0,1047,936.3999
3566934,27,15,13155.4,7949,4324,1346,1158,106,105,0,0
3566944,81,14,26405,8305,2033,1170,1152,248,113,2123,462
3566954,50,15,49013.8,10543.05,4640,2795,920,254,74,220,945.0501
3566984,66,15,169487.6,22798.337,8372,1590,2856,473,53,5767,3109.3368
3567004,62,13,36311,9291.55,2220,2730,750,333,345,2250,663.5499
3567034,26,15,35217.2,8252.6,1773,1600,3693,60,479,0,641.6001
3567044,46,13,22882,7143.25,3413,1040,895,204,45,1131,235.2498
3567074,45,16,185251.6,35759.5,15879.75,5850,2578,1970,1073,1500,4608.75
3567094,51,15,129034.4,22772.6,12180,1324,3190,536,168,1128,3300.6
3567154,76,12,20592,6377,1929,845,1888,196,37,1083,0
3567204,56,16,166905.6,16406.337,7408,2990,888,288,630,681,3109.3368
3567224,75,14,21894,4182,1542,905,203,239,0,1128,0
3567234,65,10,36558.8,5663.7,3589,130,1030,105,0,78,501.6999
3567244,26,11,20590,3404.25,2217,481,54,0,24,0,513.2499
3567264,65,14,37385.2,8883.2,2800,2340,1087,194,295,722,695.1999
3567284,51,15,60317.2,7240.05,3736,845,322,620,70,260,1339.05
3567304,69,14,61377,14729,6950,3575,1662,6,0,1829,35
3567334,55,15,15288,3600,2920,455,0,0,0,9,180
3567344,34,12,17770,3513.75,1345,1066,510,275,54,0,248.7501
3567374,28,12,42911.4,5987.25,3010,1040,750,300,0,150,737.25
3567404,70,12,6038.6,2618,1760,708,90,0,0,60,0
3567414,47,13,62516.2,9532.95,4466,1196,1804,347,60,0,1314.9501
3567424,45,16,97797,18464.75,5393,2925,2182,448,0,2140,5116.7499
3567464,39,11,23461,3309,316,1430,679,150,142,156,306
3567484,54,15,72537,12443,4992,1760,2314,636,233,992,1377
3567494,21,12,31882.2,5670.1,2107,2015,600,0,0,82,672.0999
3567524,49,13,92239,14493.25,4458,845,1422,785,150,1685,3873.2499
3567534,31,14,82041,14736.5,7230,910,2510,764,473,150,1874.4999
3567544,33,11,4020,5711.5,1380,2535,882,42,705,0,19.5
3567554,63,12,75443,9073.15,3807,910,1782,124,0,156,1394.1501
3567594,44,12,49777,11411.5,4288,1430,1523,100,578,755,2047.5
3567634,74,10,54347,6865,3014,780,1565,312,0,989,0
3567664,72,16,46985.4,7756.25,1881.5,1535,913,230,139,312,1883.7498
3567674,39,10,49086,11134.75,1987,5720,870,190,1170,413,684.75
3567704,25,13,30353,9924.5,2481,2150,1598,93,310,1410,669.5001
3567744,59,13,93693.4,17879.65,9264,2600,2217,1502,100,516,1680.6501
3567754,33,15,20538.6,6251.05,3327,1363,1094,0,0,0,395.0499
3567824,56,13,54210,10999.45,4097,2730,1864,380,253,438,1147.4499
3567864,47,0,22150,6715.25,2387,806,1164,174,120,0,478.2501
3567884,68,13,45294.4,20929,10050,1453,1446,1024,153,1917,0
3567894,78,11,16505,19356.75,15780.75,1235,297,0,125,506,153
3568004,30,15,99535,11801,5325,1430,572,400,380,729,2295
3568024,61,16,257509.6,47933.087,15271.75,3628,6782,110,150,0,8293.8366
3568034,45,16,174808.6,34449.5,20077,2251,2674,2995,391,98,4413.5001
3568084,26,14,64059,13831,4490,2583,1523,893,361,0,1358.0001
3568094,87,13,19086,6679,4076,845,291,295,0,90,0
3568114,42,14,48771,10492,1900,1560,4310,359,437,100,1296
3568124,87,12,13188,2975,1209,455,0,327,0,774,210
3568164,37,16,52065,8357.75,2820,750,1048,391,0,942,1905.75
3568174,58,12,2000,6273,2712,1170,273,252,0,0,56
3568194,59,12,38282,10026,4922,364,546,240,106,2791,216
3568214,79,16,25144,10351,3464,2007,570,595,0,2972,0
3568264,33,12,4851,11361.75,6391,1625,1401,563,1000,0,381.75
3568324,81,13,25591.4,9682,4590,2416,354,512,301,856,45
3568334,55,16,229197,42901.75,5661,6030,6744,1110,200,5588,11034.75
3568344,79,15,44412,11343,6599,1105,917,0,25,258,1662
3568404,74,16,37818,6506.35,2649,1001,602,230,8,1273,703.35
3568424,51,16,54883,17383.5,4514,2185,4557,310,130,1165,1147.5
3568464,42,16,87321,18581.5,9306,2080,1550,36,502,1345,3112.5
3568474,59,15,23144.8,5803.75,1770,1165,1422,0,0,397,633.75
3568484,66,16,140097,33661.5,16732,3510,4341,424,386,955,2807.4999
3568504,63,15,62719,14099.6,5683,1590,1398,294,0,2741,2323.6001
3568564,51,12,38594.2,4717.75,1250,2301,637,0,8,0,521.7501
3568574,50,13,71182,13133.75,3074,2571,2368,686,367,820,2400.75
3568584,52,16,72260,13875.25,2261,2155,1172,1022,1047,898,4211.25
3568624,59,16,123521.2,30520.05,4062,3520,13062,420,583,5567,3081.0501
3568644,44,15,21665,11061,5459,2550,1815,230,59,765,0
3568654,67,10,71804.6,6849.75,1578,1820,2390,0,0,0,1020.75
3568684,39,13,26583,11288.5,3909,3445,1798,40,280,1174,382.5
3568714,26,14,56644.8,12941.05,4026,950,1675,54,3032,1688,1216.05
3568754,43,12,54187,8206.1,1890,1855,2475,265,0,600,1121.1
3568774,32,13,65798,20735,9501,2626,3575,586,17,1308,1893.9999
3568804,48,15,106090.2,29042.237,7780,3790,1880,8080,50,2700,4477.2366
3568834,59,13,37862,8090,1244,325,2160,528,120,966,287.0001
3568884,27,16,12730,5043.5,2526,1160,707,262,43,0,252.5001
3568944,72,15,32232,4862,3138,975,348,0,0,401,0
3568964,61,15,81290.6,20554.25,14216,1430,1980,177,30,600,1721.25
3568974,87,16,28916,18372,4509,2360,245,363,210,6389,0
3568984,68,14,22504.2,2720,789,780,545,210,0,336,0
3569004,63,16,80288,14066,6309,2100,1118,495,191,2556,105
3569014,72,16,98007,20006,6698,2365,6059,1465,266,760,135.0001
3569044,59,12,24923.6,5087,2331,1017,509,186,78,93,264.9999
3569064,77,12,28344,4833,1326,1300,650,223,0,1289,0
3569074,48,12,147095,46012.75,8954,1280,5752,25033,16,1116,2880.75
3569104,33,12,25403,4157.8,1695,715,1306,0,0,0,441.8001
3569114,44,14,66962,21121.65,9369,3250,4980,30,0,1800,1612.6501
3569184,65,16,32708.6,5567,2706,987,435,542,0,536,0
3569194,78,12,56044,3129,439,1456,354,410,0,20,440.0001
3569204,48,12,151955.6,18216.087,7443,1300,2439,615,98,2087,4089.0868
3569254,56,12,19992,6772,1864,1170,1275,477,0,360,426.0001
3569264,26,14,126114,14563,4470,2730,3724,0,0,650,2868.9999
3569274,56,13,91959,17985.75,3006,4274,442,1456,510,2674,2167.75
3569324,56,13,64044,8339.25,3172,2227,0,263,0,1125,1343.25
3569374,60,14,86526,13700.3,7827,1235,1751,10,130,0,2617.3002
3569384,58,11,11160,2922,2147,650,0,0,0,60,0
3569414,87,16,25616,22677,8347,2744,3778,2902,575,2975,0
3569464,71,12,10584,3113,852,936,309,247,0,744,0
3569474,38,12,24891,5662.5,1968,715,2250,87,117,12,363.5001
3569494,37,15,62026.2,11333.4,5582,2145,771,445,246,488,1518.3999
3569504,57,14,75571,9660.5,1421,1430,2009,40,90,1080,2555.4999
3569544,64,13,16068,3446.5,2053.5,520,466,0,18,380,9
3569554,52,16,179466,26554,6141,1950,900,742,150,1580,7061.0001
3569564,65,15,63903.9,10364.5,3435,650,1080,287,0,783,4044.5001
3569594,70,12,51616,7550,2627,2405,1805,223,0,83,381
3569624,54,12,96318.8,10358.2,2481,780,2464,240,60,1298,2630.1999
3569634,87,13,32035.2,16454,12619,280,375,0,160,1520,0
3569664,24,14,21141,3757,2100,181,370,80,45,231,440.0001
3569684,65,13,19314.4,4570.25,2127.5,975,442,516,0,328,1.7499
3569714,69,14,56711.8,7932.25,3482,1032,1309,67,10,1192,716.25
3569724,61,12,161630,34353.5,14674,4550,1750,620,0,2100,9959.5002
3569764,58,12,32105.6,8539.1,2876,1325,1771,429,9,1151,495.0999
3569774,23,14,23565,4581.25,1890,780,325,0,0,990,536.25
3569794,60,14,30971,6157.5,3064,650,635,351,177,420,669.5001
3569804,53,13,122717,23830,4819,2484,1175,590,152,816,8958.9999
3569814,82,12,19662,2803,1240,520,612,235,0,161,0
3569834,70,16,58376.2,10626.65,3437,2071,2503,63,0,222,1754.6499
3569844,49,16,65889,14861.75,4978,3250,688,225,750,3327,1433.7501
3569874,54,12,22326,7754,2329,1625,1589,486,0,861,318
3569894,48,14,18675,3200.5,250,1690,0,0,0,878,382.5
3569904,58,16,75104.8,26692.3,18426,1825,3474,640,85,110,1396.2999
3569944,38,15,96922,50092,18202,10195,10185,2968,853,223,3966
3569964,58,13,64571.8,12322.7,2949,1950,3458,0,284,1242,1569.6999
3569974,18,11,26579,6618.7,3728,1625,744,120,0,0,401.7
3569984,40,16,102884,16449,5729,2925,2507,742,475,1346,2415
3570004,79,15,321,5427.5,1716,884,609,778,75,222,28.5
3570074,45,14,47883.2,9449,4607,1755,956,139,0,507,1245.0001
3570084,71,12,20106,7930,4246,1790,920,219,0,-264,0
3570134,81,16,63174,10810,3973,1105,371,364,282,2863,175.0001
3570144,32,13,33931,10929.25,5083,2595,1210,526,209,0,430.2501
3570164,70,16,45225,19169.75,4849,3905,964,1728,75,1732,4625.7501
3570194,47,10,54427,8629.05,2431,2145,1260,189,887,0,1537.05
3570204,66,13,40166,9693.5,2774.5,2700,2378,471,125,351,204
3570234,69,13,16732.4,4879.85,3206,195,660,301,23,156,13.8501
3570244,64,10,18538.6,4955.7,3686,715,0,0,180,0,374.7
3570274,64,10,54784.8,7671.2,1925,1730,1852,235,875,0,790.2
3570344,63,15,24838,6300.85,1850,2080,900,380,0,600,490.8501
3570354,64,14,43411.2,12554.8,7892,2600,600,0,120,405,937.8
3570384,70,12,43318,8660,4817,845,768,289,60,1458,183
3570404,60,12,19665,4966,2877,923,447,0,0,0,0
3570414,38,15,53555.4,9265.1,4133.5,3288,450,245,0,0,1148.6001
3570424,30,13,59819.8,11965.55,2904,2805,2270,332,390,540,1189.5501
3570444,74,12,18669.6,6049,3600.5,585,1400,270,0,76,0
3570484,45,15,65883,30323.5,17660,3395,3226,1855,1318,535,1434.5001
3570524,74,13,39451.8,15968.35,7044,2625,2130,377,269,1830,608.3499
3570534,63,13,51831.6,10069.5,3381,995,592,486,305,1467,1200.5001
3570564,34,15,67375.8,17301.1,7829,2604,3944,1144,30,159,1444.1001
3570574,47,12,1232,3169,1254,637,425,393,40,360,0
3570584,67,14,64775.8,13677.9,4865,2271,2525,953,310,816,921.9
3570634,55,16,9960,1833,1281,390,0,57,0,30,75
3570644,33,14,88505,15427,5868,2698,1188,369,45,910,2749.0002
3570714,29,15,142620,37551.75,14366,3850,9696,2774,979,1089,3377.7501
3570724,40,13,39558,5768.75,1042,1560,965,96,196,0,773.7501
3570744,69,15,99651.4,13763.25,3473,1989,2440,517,350,1021,1721.25
3570764,21,12,80345,11760,5165,1097,1877,459,223,1182,1488
3570774,24,13,10936.6,6481.6,1596,910,180,242,55,0,203.6001
3570804,30,12,76028,10579.85,4635,1690,1890,75,0,464,1675.8501
3570834,50,15,67014,16419.75,9594,2340,2046,573,100,358,1338.75
3570854,87,12,11208,3304,1121,819,73,186,5,1055,0
3570864,59,15,175960.6,31969.337,12235,5525,2400,0,5000,700,3109.3368
3570874,24,12,15919,5714.25,1508,650,2545,290,53,0,323.25
3570884,75,11,43052.6,3133,1350,1560,0,177,0,0,0
3570904,72,16,21600,14400,3769,2080,2655,611,874,2621,0
3570914,78,15,30733,8322,4569,1586,778,278,71,290,138
3570934,56,12,88615,6757.5,1062,1040,1860,298,0,585,1912.5
3570944,56,12,32301.2,5804.4,3015,1560,485,0,54,0,690.3999
3570984,62,13,44313.2,8097.337,2152,780,717,337,0,690,3321.3368
3570994,69,15,42800,8269,2428,2275,1467,615,93,1312,0
3571014,24,16,41959,12512.25,6505,1755,530,415,300,240,937.2501
3571024,54,13,88304,18724.25,6289,4535,3831,239,400,480,2045.25
3571084,69,14,113407.2,9655.9,2274,2013,1333,230,330,1072,488.9001
3571104,69,12,20727,9563,4172,1573,2227,113,75,849,132
3571164,36,12,21710.2,9416.8,2760,2180,2216,117,649,0,459.8001
3571224,87,12,14604,4845,3495,585,0,0,0,765,0
3571254,67,15,121769.6,21768.087,8695,2925,516,315,74,4435,4633.0868
3571264,62,16,84906.6,19019.1,9731,3965,1231,551,509,440,2142.0999
3571274,63,12,1768,1935,376,975,68,435,0,39,42
3571304,42,12,88190.8,13722.9,5672,3315,2100,87,111,195,2002.8999
3571344,68,16,24168,15414,4653,1895,1864,535,300,3362,0
3571364,55,16,215770.6,43720.325,12280,4450,6915,1717,217,1146,15225.3247
3571394,54,13,107175.6,28035,7902,3940,3574,240,959,5625,3457.5
3571414,65,14,89012,14408,2596,2831,2095,533,255,3148,1847.0001
3571424,59,15,102546.2,13204.9,7993,2131,0,178,0,715,2187.9
3571434,55,16,188596.4,23435.937,8708,3445,4225,600,150,690,5297.9368
3571474,59,16,17831,12274.75,6720,1040,2089,695,149,665,5.7501
3571504,40,12,49859.2,12518.5,2926,3510,320,164,60,911,1177.5
3571514,60,11,63280,30393,2053,3900,17760,585,410,0,1530
3571544,79,13,44711,5678.1,1250,715,480,150,0,435,1448.1
3571554,65,12,62864,8183.25,1668,2600,1050,372,0,982,956.25
3571594,27,15,47911,9834.5,4645,1105,1269,447,0,25,1707.5001
3571624,59,12,18636.8,3827.55,1704.5,611,800,80,19,78,488.0499
3571634,54,12,41854,9301.75,2363,1185,1324,410,0,1648,1745.7501
3571654,69,12,26196,6369,3382,1140,573,336,0,752,141
3571734,67,12,53486,503.1,2068,2106,1344,360,0,-8000,1695.0999
3571754,46,12,39674,12125.5,1563,4160,5279,375,0,0,688.5
3571764,56,16,111934,22752.75,12527,2795,3019,1162,209,765,2275.7502
3571814,63,15,44890,4215,627,1105,1908,0,75,18,482.0001
3571824,65,15,69848.4,9088,4906,2470,244,273,0,1004,0
3571834,53,14,80879,16268.25,7910,2054,3039,343,90,181,1874.25
3571854,54,15,40693,6403.85,1858,2330,600,29,0,489,851.85
3571864,63,12,139525,42953.75,19058,4725,12645,1255,0,580,3911.7498
3571874,53,12,24862,8595.35,5115,455,2138,343,0,0,484.35
3571884,39,15,134133,27718.5,10641,2785,4705,2253,981,1686,3507.5001
3571894,40,15,144016,29336.75,13820,4290,3491,1236,517,1430,3554.25
3571934,64,15,3000,13344,6013,3165,1244,1628,0,486,0
3571954,35,13,57842,13035.25,4441,2990,2970,675,0,338,1351.2501
3571964,58,13,114494,19054.65,4724,3250,3683,961,397,3000,2674.6499
3571974,37,13,90243.8,22984.3,7912,4615,3312,991,600,2620,1929.3
3572064,22,13,12100.8,3907.55,1278,1035,1140,173,42,0,239.55
3572124,50,16,44969,6580.25,3177,1040,185,0,0,0,2027.25
3572144,75,10,6600,3889,2459,1430,0,0,0,0,0
3572194,52,13,288645.8,62086.337,19172,3120,5661,1081,100,1260,3109.3368
3572264,68,11,35282.4,8773,3031,2535,2790,0,0,192,150
3572284,46,16,154830,41953.5,16708,5402,2374,2309,0,1534,4304.5
3572294,57,16,60399,11941.5,1600,1450,1707,744,70,415,5660.4999
3572304,35,16,40826,10845,3112,2460,2685,712,237,420,918
3572344,64,12,67195,15255.5,6206,2648,3612,543,456,611,1179.5001
3572384,51,12,40657.2,7947.9,2950,858,1044,196,20,580,583.8999
3572404,73,10,34016,9529.5,4773,1560,534,0,80,2013,428.4999
3572434,49,14,71178,14349.25,5606,1210,511,170,45,1957,1627.25
3572464,38,12,97145.6,10619.25,4232,2045,1270,266,234,135,2224.2501
3572474,35,14,113628,22019.15,9260,3120,3410,643,70,1520,2966.1501
3572494,53,12,75401,19220,3380.5,3859,3122,643,0,3894,1597.9999
3572504,60,15,52840.8,19830.55,8941,2600,3675,684,174,1950,1116.5499
3572514,77,14,23052,7137,2014,2013,450,753,100,87,0
3572534,38,15,83406.6,13953.9,5186,2925,3821,36,0,0,1890.9
3572584,59,10,41768.8,9724.6,6016,1430,1254,24,191,0,704.6001
3572624,22,14,30472,7290.75,1371,2925,1035,145,50,10,494.7501
3572674,52,12,86120,11253,3522,2145,1995,424,0,930,1377
3572684,66,14,49892,13047.5,4744,1275,1983,1096,302,30,1147.5
3572764,65,16,40008,21401,2350,1465,3448,1927,182,1548,9500.0001
3572784,70,12,53736,9251.25,2357,1755,3408,414,0,0,672.2501
3572794,74,12,35433.6,9363,4015,858,1050,300,108,3032,0
3572804,74,13,31322,5292,3159,1048,798,5,0,246,0
3572814,69,16,57296,5452.25,1050.5,1430,500,0,125,1305,726.75
3572884,28,14,57282,13777.25,5345.5,2435,1352,197,387,1223,1166.7501
3572904,78,12,22708,10458,5026,2775,1562,175,68,627,0
3572914,58,12,130936.6,28334.65,8699,3519,6214,2201,488,1702,3656.6498
3572924,50,10,56454.8,11469.5,2500,2860,1350,320,106,1518,1181.4999
3572934,68,12,23400,13293,7548,2600,1275,840,0,340,0
3572964,58,12,38014,11571,4064,1105,2215,405,0,877,2870.0002
3572974,29,15,56165,13058,4295,1250,2046,419,269,2408,1071
3573004,87,12,16992,5038,3563,390,0,232,0,174,76
3573054,65,14,41890,7384.25,2672,1820,385,305,265,431,333.2499
3573094,48,12,85202,13983.5,3282,2845,2457,1390,543,857,1826.4999
3573104,50,15,74140.8,20252.487,11793,1300,2927,195,192,10,3615.4866
3573124,66,12,54148.4,11610.3,2849,750,1863,314,72,1636,1176.3
3573134,57,13,18103.8,6791.5,2335,1430,937,347,214,808,390.5001
3573144,63,16,95195,19379.337,7641,1950,2866,242,144,2690,3289.3368
3573154,31,15,74000,12117.75,6171,1300,1845,192,200,234,1625.7501
3573244,31,12,41530,10708.65,3738,1989,1715,120,135,293,733.65
3573254,75,15,39216,10496,2225,2210,2751,60,200,2750,0
3573294,48,12,71884.2,10390.837,1135,1625,1730,90,75,960,3950.8368
3573304,45,13,98547,19473.25,5395,2313,2843,559,0,13,2161.2501
3573354,69,13,72868,8065.5,3249,815,2136,361,32,305,1147.5
3573364,69,15,15216,6251,2355,2080,1366,240,0,210,0
3573414,39,11,41282,11086.75,3907,1625,1888,411,843,0,2322.75
3573464,56,15,100787,16816.75,2700,7525,1778,1233,127,0,2342.7501
3573494,61,13,12582,8132.75,5397,1560,630,0,0,237,248.7501
3573524,51,12,58633,11126.75,2175,2056,3080,300,0,835,1765.7502
3573534,68,16,114554,18857,6733,3970,2333,770,791,2810,0
3573544,72,14,21216,2383.5,572.5,1170,151,180,0,180,0
3573564,54,11,23955.2,5492.9,2004,1430,105,300,0,90,873.9
3573574,37,12,31902,6428.5,2386,1950,1590,0,0,0,382.5
3573584,57,12,63527,13340.75,3718,1625,2368,662,0,2530,1338.75
3573604,75,11,18326,25259,1057,802,22031,385,139,723,0
3573614,24,15,142360,41386.75,2968,4236,14026,3328,450,8507,2757.7499
3573644,66,14,17352,6924,3118,1755,1131,341,0,429,105
3573654,78,15,5910,3061,814,1040,45,348,7,497,0
3573664,50,16,81055,24737.5,7080,3325,4647,2970,688,1960,1838.4999
3573674,38,10,41626.4,9627.8,4194,2275,942,0,594,300,1010.8001
3573714,52,11,29400,5282.5,1264.5,2353,1038,157,0,380,0
3573734,57,12,50964,10110.7,3506.5,2615,1223,240,55,398,997.2
3573764,37,13,312209.6,120939.087,63976,13175,5616,4101,1142,1335,11094.0867
3573774,63,16,21487,4030.5,1201.5,1235,108,30,27,754,0
3573784,57,12,19675,8035.75,4561,1950,366,20,410,17,401.7501
3573804,67,12,45284,7647,2639,1300,2390,238,0,0,300
3573814,73,13,25008,4666,2013,676,390,214,337,651,0
3573824,33,15,114021.6,49364.247,6290,1685,1450,87,91,2660,36836.2467
3573854,79,12,14568,5874,2615,1950,908,180,0,70,74
3573874,47,14,129288.2,28125.45,4851,3025,11858,1519,500,1650,3562.4499
3573904,54,15,139241,35179,14955,6250,5970,1288,1439,1446,3061.0001
3573914,40,11,26708.6,6735.15,3774,2083,0,225,174,0,479.1501
3573924,42,12,74626.2,13754.65,5486,1690,2073,96,568,1595,1541.6499
3573984,34,13,31021,6563.8,3203,561,745,368,0,0,670.8
3573994,62,11,53530,7977.25,2724,1625,1355,150,120,1066,937.2501
3574004,35,14,59450.2,9798.45,2975,1820,1708,220,0,759,2316.45
3574014,61,15,62781.4,10510.9,4995,1443,2322,162,0,300,1288.8999
3574024,71,15,53016,6787,1615,1950,476,543,179,974,0
3574044,68,12,81292.2,12819.95,2961,3147,1366,1687,0,1501,1759.9501
3574054,38,11,35043.6,6233.65,2927,1105,915,190,255,0,431.6499
3574114,34,13,57737.4,6854.1,3313,1820,885,75,20,0,741.0999
3574124,65,13,36958.4,7810,2555,1305,1268,441,0,2181,0
3574154,59,13,87230,21477,9925,2080,3405,1002,270,227,3887.0001
3574174,87,13,36300,11414,7982,1560,0,285,0,1587,0
3574184,52,15,117824.2,26721.087,8447.75,6891,6881,201,1096,0,3109.3368
3574194,62,15,51652,7184.75,2215,975,1305,233,47,1598,707.7501
3574204,31,15,34886,8982.75,3198,1610,767,807,344,476,1120.7499
3574244,61,13,88627,23685,7258,3625,4683,1760,1190,450,3278.0001
3574264,54,14,67235,9097.25,2580,1560,2202,535,120,857,1243.2501
3574274,49,12,33638.2,6502.55,3949,1312,459,300,0,100,147.5499
3574284,87,11,11846.4,1563,1503,0,0,0,0,0,0
3574304,75,12,16320,4554,2224,710,526,175,24,686,144
3574334,87,12,85951.4,4027,981,1235,611,252,13,708,0
3574354,73,16,40208,15580,7302,3515,2325,60,0,308,0
3574364,82,12,16128,4258,2549.5,455,584,0,0,612,57.5001
3574374,57,13,21500,6503,2973,1885,300,225,40,0,0
3574384,27,11,52434.4,12437.35,6604,2405,510,284,0,1800,808.35
3574394,38,15,72742,17339,8900,3436,1755,300,641,360,1857
3574444,63,12,12672,4135,2460,715,555,3,227,30,60
3574464,87,12,13240.8,2633.5,1414.5,715,0,258,0,171,0
3574474,68,12,37954,15777,2132,1690,331,713,150,1740,522
3574484,48,13,14237,3280.25,751,845,455,345,66,294,344.25
3574544,33,14,81121,17379.25,6069,1300,2550,532,144,3608,1799.25
3574554,27,16,19488,32365.5,7039,3030,20882,34,493,0,398.4999
3574574,63,15,62305.6,21325,5204,2541,4383,3825,324,0,1124.0001
3574604,75,16,56458,7710,2223,865,1419,567,314,1694,0
3574634,58,13,45632.2,10369.15,3396,1410,2226,315,301,798,936.15
3574644,42,12,-188671,24433.187,3847,3026,1722,338,799,739,13552.1868
3574654,33,11,99078,12520.5,3683,2145,2440,550,505,300,1912.5
3574664,63,14,30817.6,8552.05,1915,845,2969,255,30,1140,648.0501
3574674,41,11,70590.4,11617.5,3413,2145,4250,237,0,0,1277.4999
3574704,50,15,41515,21853.5,6870,3770,2047,425,950,5419,822.5001
3574714,61,16,120464.4,27582.487,6457,650,3359,5680,550,5601,4415.4867
3574724,54,12,59364,10346,4296,1950,2122,378,545,0,0
3574754,75,16,146323,25222.337,8431,2860,4503,753,546,3318,3109.3368
3574794,49,15,56740,11096.5,4129,3410,629,560,361,0,1147.5
3574824,66,12,57149.8,12575,3612,3250,343,690,0,1705,0
3574904,37,15,42676,16067.5,7468,2524,3067,480,458,0,688.5
3574914,64,14,19946,4765,2508,715,675,303,60,240,219
3574924,72,16,27933.8,5423,2215,2275,180,263,30,10,0
3574944,75,13,109161,13630.25,4208,1918,1651,694,1095,288,2441.25
3574954,61,11,7329,2906.5,1460.5,1183,0,0,0,36,123
3574994,79,11,16894.4,3072,1581,390,200,16,139,578,0
3575004,87,10,20541,2806.5,1725.5,650,0,168,198,15,0
3575014,54,11,142472.2,19430.05,7523,2949,1739,600,1000,1055,2939.0499
3575034,81,15,32426.2,6625,3065,455,380,176,0,2499,0
3575054,34,15,51379,8145.25,4746,1430,509,0,177,0,1243.2501
3575084,34,16,232513.6,27570.337,11143.75,2340,4510,930,1699,1700,4352.5866
3575094,54,12,86943.4,19936.6,4881,4700,7150,0,400,0,2387.6001
3575164,28,15,61631.8,12065.65,2575,1900,1058,468,123,3810,1866.6501
3575174,45,14,92720,17008.25,3511,2600,3965,220,150,759,4688.25
3575264,87,13,15036,4467.75,820.5,910,323,180,76,1392,153.2499
3575314,50,12,54507,8285,4307,1040,516,401,0,533,1330.0002
3575344,69,13,46141,8902,1858,1899,3480,223,0,243,120
3575364,58,15,123911,24535.4,9495,1448,3476,1916,442,1457,2012.4
3575374,58,13,101885,13066.35,2927,1570,1542,965,100,1205,4217.3499
3575414,45,11,17640,10591,8906,1560,65,0,60,0,0
3575424,44,15,84980.8,15341.3,2577,4608,2455,1197,300,2124,1715.3001
3575444,52,12,50565,11061.25,6994,650,1530,350,20,427,1090.2501
3575464,27,12,45812.2,8914.75,5508,1126,600,347,0,0,1053.75
3575474,57,16,257776.5,170769.433,19604,5798,6693,10787,1150,8075,46769.4333
3575504,69,14,42891,9855,3696,2128,1358,333,166,1860,0
3575534,40,15,43557,13387.25,6175,1755,3500,240,240,540,937.2501
3575564,87,16,31239.2,4505,1119,1688,575,248,0,561,0
3575614,71,12,4993.2,2203,416,715,272,0,105,608,0
3575654,57,11,11208,2461,1647,585,150,0,0,1,0
3575674,72,11,16116,5267,2160,650,1977,0,0,0,90
3575694,71,12,13152,2986,1173,377,320,318,0,105,75
3575744,50,12,2429,704,265,351,43,0,45,0,0
3575814,55,12,20643,4236,1586,520,510,600,205,130,467.0001
3575864,87,16,62204.6,9291,3898,702,4070,341,0,90,0
3575884,77,12,33156.2,4367,1850,845,190,270,0,1212,0
3575914,63,14,47909,9852.5,2538,1525,888,261,159,1511,1090.5
3575924,36,15,94436.4,23343.5,4938,3666,2592,1079,279,2223,5002.5
3575934,87,12,31716,7086,5100,845,450,0,48,643,0
3575964,32,15,155700,23649.75,7323,1943,1226,874,407,293,11095.7499
3575984,68,12,50280,13620,8265,1753,936,432,30,1600,219
3575994,50,15,38218.8,6580.85,1185,1440,2000,945,20,10,860.85
3576024,52,15,60642,11513.1,3087,2984,2288,743,106,250,1394.1
3576034,55,16,96496,17227.75,4886,2730,4328,1348,470,600,2755.7502
3576064,70,13,125421,15998.5,3582,3055,3239,298,0,2700,3044.4999
3576094,38,16,82126,16065,6847,2600,390,200,275,3540,1748.0001
3576114,67,14,40627.2,9169,1535,2580,1558,300,137,1320,0
3576144,57,16,114651,20999.75,2824,5931,2610,300,40,1042,3356.7501
3576154,45,16,85484.4,27342.5,10809,3311,4236,76,296,100,1831.5
3576164,46,12,101817,25286.25,11148,2177,5557,970,338,930,3136.2498
3576174,43,14,25058.6,5522.5,2458,975,0,250,45,58,602.4999
3576184,60,14,174534.6,25210.587,13486.75,1950,1010,780,300,342,7171.8366
3576204,31,15,49407,11080,5070,2470,300,1300,418,0,612
