NEWID,Age,Education,Income_AT,Expenses,Housing,Food,Transport,Entertainment,Apparel,Health Spending,Personal Insurance
3783981,41,13,10276.2,4133.167,1553,953.3333,777.667,168,280,0,83.1666
3784001,53,15,95643,13426.167,3939.333,764,1634.667,918,249,936.6667,4532.8332
3784011,67,12,29971.2,7964,6048,1165.3333,186,258,0,0,0
3784031,34,12,45973,6218.167,3046.667,1516.6667,190,110,0,760,572.8334
3784091,61,14,97635,13165.9,4801,1430,1920,227,0,1960,2074.5668
3784101,28,15,129428,16543.167,5282,4979,1863.667,351,22,260,2052.8334
3784111,38,16,119918,14289.867,3560,2446.6667,2810,474,444,1950,1800.5334
3784131,49,15,191604.4,15366.858,5466,2628.3333,696,572,1244,715.3333,3595.1912
3784141,87,12,194450,9273.333,7944.667,0,350,154,0,738,0
3784171,34,15,55321.2,14343.633,6476.667,2192.3333,1072,2303,409,837.3333,879.9666
3784211,87,12,11208,2580,1366.667,693.3333,100,200,0,186,0
3784221,22,15,1320,14887,995,216.6667,0,0,440,150,15.3334
3784231,61,16,139513,21381.6,4060.667,2036.6667,4363,2814,0,677.3333,6401.9334
3784241,18,12,342,1778.833,1107.667,320.6667,136.667,48,132,0,3.8334
3784253,29,12,73050.8,10050.558,4065,1213.3333,1050,537,78,902,2079.5578
3784291,32,14,76090.6,9798,4137,2166.6667,777,84,53.3333,341.6667,1886.6666
3784301,33,15,53237.6,4774.2,1864,2166.6667,0,0,0,0,743.5334
3784311,43,16,226791,28456,15428.5,2946.6667,1476.667,1004,1350.6667,892.6667,3458.5
3784331,69,16,173020.6,35935.167,9094.667,2367.3333,1257.333,722,0,2102,7259.1668
3784341,66,15,50376.4,7663.3,4600,1300,1056.667,0,0,0,706.6334
3784371,87,12,29254,11816.333,1716,1993.3333,5017,149,0,1488,570
3784381,31,16,95028,14293.5,6518,1170,1656.333,380,405,530,2750.8334
3784401,77,14,101941.2,6042.225,938.667,346.6667,1428,332,0,596,2072.8912
3784421,25,13,19755,4703.333,1200,606.6667,2207,200,32,0,259.6666
3784431,24,15,60715.4,6228.167,2410,554.6667,848.667,271,800,2,1081.8334
3784441,63,15,73420.2,36080.8,30130.667,1126.6667,680,374,0,2100.6667,1338.8
3784471,55,12,38193,4501,1364,1092,453,218,52,698,306
3784501,28,15,63810,8112.667,3873.333,1253.3333,925,420,562,0,969
3784511,46,15,39568,9811,5064,780,1068,40,190,188,621
3784534,32,16,66840,8976.167,3593,1083.3333,1546,1240,13.3333,216.6667,1093.8334
3784541,40,13,34315,6522.167,1885,955,732,335,160,515.3333,484.5
3784551,36,15,97239,11271.167,3422,1040,1649,1716,132.3333,736.6667,1671.5
3784563,27,15,78893,8827.333,3517.333,719.3333,1164.333,296,1112,772,1173
3784571,64,15,44088,9540.667,3459.667,821.6667,353.333,54,67,4476,0
3784581,87,11,19158,3295.667,2387,908.6667,0,0,0,0,0
3784631,32,11,37465,5523.667,2435.333,1040,560,0,1000,0,298.3334
3784641,67,11,11256,4421,214,260,3440,236,19,0,84
3784661,44,13,76885,6445.333,2366,502.6667,2042,0,0,242.6667,1218.6666
3784671,62,12,25726,4394.333,3329.333,390,160,0,0,0,125
3784681,32,15,122351.6,11510.267,4536,2678.3333,778,134,218,492.6667,1934.9334
3784691,59,12,78307,12647,2977.333,2638.3333,1586.667,146,0,364,1293.6668
3784721,69,12,27842,4146,1800.333,606.6667,1319,201,106,47,0
3784731,49,12,51407,5168.5,958.667,1343.3333,1928,0,0,0,790.5
3784741,81,14,42771.6,2808.367,870,606.6667,100,148,0,548,427.7
3784751,57,13,105168.8,12826.558,2183.333,866.6667,1184,419,825,772.6667,2480.8912
3784771,67,15,53592.4,4392.433,886.667,1516.6667,617,0,0,738,634.1
3784791,55,16,13000,55694,1510,1300,485,165,150,0.6667,0
3784811,28,16,227380,23306.55,8085.667,2360,976.667,139,0,1160,10348.5498
3784821,78,16,45665,17616.667,10736.667,910,833.333,1828,233.6667,1326,1275
3784831,51,14,261472,31619.167,12147.333,5375,5880,1024,0,60,6317.8334
3784841,58,13,48813.2,8574.533,4071,1473.3333,1538.333,407,20,1,693.8666
3784874,27,13,5170.6,738,0,633.3333,104.667,0,0,0,0
3784881,87,14,43031.4,1360.667,144,303.3333,140,0,0,704,0
3784901,80,11,20231,2518.667,1664,346.6667,0,0,0,30,0
3784931,62,13,28982,6406.167,1900,1473.3333,901.333,191,165,498.6667,40.8334
3784951,46,16,172296,19923.733,5493,2020,2345.333,886,1063,1494,3843.0668
3784981,57,12,27469.6,4343.333,1481,1126.6667,371.333,520,60,586,28.3334
3784991,54,15,267959.4,19177.758,6684.333,4766.6667,3532.667,390,0,200,3524.0912
3785001,69,12,71388.4,9972.533,1271.333,780,359,274,100,4677.3333,1807.5334
3785041,65,11,25079,5168,2154.333,1820,242,126,40,408.3333,204
3785054,23,14,918.4,581.333,162,242.6667,46.667,0,130,0,0
3785061,61,15,72709,13295.667,5092,4333.3333,1111.667,236,266.6667,0,2136
3785074,18,13,5049,678.667,32,303.3333,70,12,124,0,117.3334
3785081,59,13,17205,9929.5,3268.333,1256.6667,1300,315,0,3387,382.5
3785091,67,13,37374.8,6371.333,1709.667,1516.6667,2188,357,0,600,0
3785101,49,12,39543.2,5866.267,2865.667,1266.6667,354.667,0,46.6667,136.6667,547.2666
3785111,87,11,11800,6129,3600,156,0,160,0,593,0
3785121,46,16,259127.7,30155.891,4892.667,3183.3333,9304,1324,1351,2898,2072.8912
3785141,23,13,24374,5131.667,1100,1560,200,145,0,1300,0
3785181,55,14,12914,2942,1016.667,953.3333,750,200,0,0,0
3785231,25,15,26427,7479.167,2330,3120,1000,340,0,0,382.5
3785251,40,14,82050,12156.833,4921.333,1690,308,880,0,940.6667,2500.1668
3785311,27,15,133822,15654.333,4409,2496.6667,1883.333,200,86.6667,520,3998.6668
3785321,31,14,110749.6,16182.6,6985.667,1396.6667,2576.333,328,425,975.3333,936.9334
3785331,40,15,60149.4,6530.633,1700.333,1072.6667,2487,0,217,0,1053.6334
3785341,67,12,90846.6,8185.033,2566.667,2166.6667,1464,0,0,655.3333,1265.7
3785361,24,15,5277,7027.5,663,303.3333,0,0,0,0,61.1666
3785371,48,15,125887,16556.667,7420,965.3333,2425,1496,240,30.6667,2687.6668
3785391,56,16,80649,8857.667,4481,1083.3333,206.667,429,0,660,1147.6666
3785401,53,13,103875,19422.167,3266.333,1300,3263.333,8752,0,380,2380.5
3785411,81,16,17334,3357.333,751.667,650,60,276,0,749.6667,210
3785431,32,12,33154.2,3776.167,1303.333,1560,206.667,0,40,0,666.1666
3785442,28,16,119644,18216.833,7773.333,4233.3333,2480.667,266,263,0,2346.8334
3785461,76,10,46134,2148.867,558.333,780,385.333,133,0,0,222.2
3785471,65,11,72062.2,14258.8,4224.667,2233.3333,4054,836,0,1625.3333,1065.4666
3785501,40,14,18882.4,4059,1604.333,1126.6667,268,403,321.3333,144,0
3785521,87,12,97978,11995.167,4655.333,2860,470,294,0,1005.3333,1782.8334
3785531,63,10,12120,1129.667,598,199.3333,190.333,22,8,50,0
3785561,31,15,68609.6,5836.6,2790,1083.3333,268,202,43.3333,400,996.6
3785571,40,13,48688,13819.167,3302.667,1300,1366.667,0,5952,120,527.8334
3785581,31,15,157667,12366.667,3263.333,2506.6667,888.333,600,0,376.6667,3611.6666
3785591,38,11,24093,5921.667,1816.333,1560,1554,210,377,0,344.3334
3785641,45,12,23497.8,2726.6,1236.667,910,200,0,0,0,326.6
3785651,54,11,23921.2,2209.633,661,433.3333,268,135,44,70,346.3
3785661,64,16,37800,8673.333,2715.333,1386.6667,1186,495,64.3333,2160,201
3785731,27,13,1456,5016.667,2473.333,2426.6667,0,0,3.3333,100,13.3334
3785741,58,15,78016,11542.5,3713,1560,1395,499,183,441.3333,2966.1668
3785751,87,12,25287,7043,1472.667,980,847,411,0,589,1166.6666
3785761,22,13,8450,3653.833,1690,916.6667,562,102,26.6667,0,3.1666
3785771,34,12,35600,4099.333,1944,303.3333,723,95,248,52,434
3785781,22,12,70410.2,14874.1,4229,2990,2366,1573,175,112.6667,1262.4334
3785791,53,15,94630.4,17040.533,7724.667,2356.3333,1727.333,1503,213,1592.6667,1803.5334
3785804,34,15,102336,6888.391,1241.333,1837.3333,825.333,36,0,0,2800.391
3785811,72,13,14908,1289.333,755.667,147.3333,43.333,237,0,90,0
3785821,33,15,84828,13771.458,4066.667,2006.6667,2349.667,1048,218,846,2507.1244
3785851,58,15,-189719.8,18101.391,8804,1965,1797,401,32,870,3679.3912
3785871,56,12,93463,7956.833,3291.333,1222.3333,1589,566,47,0,942.8334
3785881,47,15,177368.6,14849.225,5497.667,1833.3333,652,0,1162.6667,1064,4572.8912
3785921,53,13,72751.8,10221.833,5623.667,910,1543,0,0,800,1075.1666
3785931,61,15,93640,16423.333,4352.667,736.6667,2825.667,301,75,1144,6608.3334
3785941,61,15,98787,7708,2215,1170,1860,173,146,606.6667,1517.3334
3785951,61,15,137046.8,18516.233,10899,1993.3333,1560.667,209,249,40,1787.2334
3785961,60,13,-270933.4,3718.833,1887,260,758,170,0,0,643.8334
3785971,77,11,17425,3231,2018,390,467,260,0,0,0
3785981,87,10,19575,1998,1204,104,0,40,0,558,0
3786021,40,11,16101,4362.167,1875.333,1603.3333,623,70,0,0,178.5
3786031,67,14,2500,3758.333,1201,745.3333,34,261,35,1382,0
3786041,22,15,4651.8,566.667,40,520,0,0,6.6667,0,0
3786051,30,15,49929,7596.5,3648,780,2480,0,0,0,688.5
3786061,66,12,9060,2483.333,1730,251.3333,128,160,16,198,0
3786081,53,12,18660,3687.667,1437,433.3333,0,264,294,350,0
3786091,43,12,86055.8,10750.367,3231,2600,1955,0,1300,0,1084.3666
3786121,22,15,15967,4220,2140,996.6667,473,12,55,0,188.6666
3786131,76,11,18216,1101.667,488.333,346.6667,140,0,0,86.6667,0
3786151,53,16,2254,2791.667,1801.333,536.3333,368,37,0,-30,0
3786171,87,12,18886,3507.667,1310.333,1083.3333,160,114,0,340,0
3786181,46,16,190913.4,14972.558,5903.667,2340,1472.667,335,80,1370,2382.2244
3786211,36,11,37271,18366.167,2408,3510,5421,262,108,1340,357.1666
3786221,61,14,61752.4,8242.733,2236.333,1083.3333,1600,50,0,1594.6667,1425.0666
3786233,37,15,2083.2,1806.667,1330,390,0,0,0,0,0
3786241,39,12,1026,4960.333,2368,1840,0,579,0,0,0
3786271,57,12,12028,1518.667,326,589.3333,0,60,40,0,0
3786301,31,14,103726,8549.333,3540,970.6667,1936,224,0,303.3333,1415.3334
3786381,62,11,10800,1773.667,845.333,303.3333,607,0,0,0,0
3786411,41,13,49000.8,6444.7,3068,1386.6667,900,368,100,0,622.0334
3786421,40,16,53341,9781.667,4310,1272.6667,1468,50,592,170,714
3786461,18,12,11797,2684.5,1800,86.6667,0,431,33.3333,0,25.5
3786471,87,12,15056,2220.333,934,225.3333,0,112,45,238,309
3786511,72,12,11784,2358.333,510,693.3333,1080,0,0,75,0
3786521,49,14,45281,7098.167,3342,350.6667,2127,260,98,72,636.5
3786531,45,12,39469.6,4369.8,1666.667,606.6667,250,136,0,674,656.4666
3786541,34,14,120056,15959.891,7822,2114.6667,920,838,0,535,2906.2244
3786573,28,14,68171.6,9674.6,3372,1343.3333,2370,259,460,496,820.2666
3786581,68,12,33456,4602,1990.333,866.6667,613,148,10,592,210
3786611,27,13,59233,9314.333,3652,1213.3333,1952.333,413,90,132,854.3334
3786621,43,13,57281,8589.667,3076,1103.3333,1619,463,0,430,739.6666
3786633,27,15,78753,11458,3989,1646.6667,1870.667,500,259,698.6667,1389
3786641,33,14,40711.8,12650.533,3858,2606.6667,1196.667,1720,479,2100,550.2
3786661,66,15,73866.6,15404.333,7161.667,2353.3333,2300,1356,6.6667,1930,0
3786691,35,12,84555.6,6629.5,3070,1213.3333,193.333,190,255,216.6667,1441.1666
3786721,60,12,16763,2791.5,1336,294.6667,724.667,140,0,0,229.5
3786741,35,11,37747,7537.5,2868.667,780,2268.667,222,138.3333,50,424.8334
3786751,53,12,69619,9864,4701.667,1300,1670,285,0,607.3333,1020
3786761,33,13,42891,7168.667,2532.667,1950,773.667,546,0,840,446.3334
3786781,30,13,83352,11511.667,3209,2470,1725,220,166,802,1173
3786791,81,12,14600,6049.333,2774,1690,525,192,325,330,0
3786804,21,13,5383,557.167,0,173.3333,120,0,0,0,63.8334
3786821,63,16,21279,3979.333,1850,1126.6667,279,0,66.3333,344,293.3334
3786841,51,11,76279.8,12967.224,2805,2784.6667,500,278,0,4180.6667,2384.5578
3786871,87,16,21908,1881.667,530,1126.6667,0,0,25,200,0
3786881,81,12,19494,6696.333,1381,953.3333,1792,190,115,5,0
3786901,55,15,97941,8009,1562.667,1170,2234,93,0,520,2196
3786941,47,14,2000,4535,3366,303.3333,595,184,26.6667,0,0
3797441,67,14,48293,3485.333,2361.667,277.6667,511.667,91,0,100,0
3797451,60,13,88734.2,4310.9,2243.25,758.3333,240,124.667,6.6667,50,593.65
3797461,42,15,268616.6,12516.75,5067,1274.6667,1125.667,283,275,650,3483.0833
3797481,22,13,16204,2389,720,433.3333,540,0,0,260,203.3333
3797511,26,12,11959,2898.333,1330,628.3333,679,0,6.6667,28,153
3797521,36,15,88627,3805.833,604.333,866.6667,1035,123,0,173.3333,637.5
3797591,59,16,111441,5439.833,649.333,606.6667,1913,221,0,541.6667,1051.5
3797601,55,12,86990,5989.833,1826,455,528,71,0,1960,916.5
3797611,35,16,20773.6,1290.217,313.333,693.6667,23.333,0,0,108.3333,146.55
3797621,60,16,47325,6410.833,2486,784.3333,146,167,0,1250,637.5
3797631,21,13,3731.2,656.667,0,346.6667,200,0,0,0,0
3797641,20,13,11164,1806.083,658,411.6667,32.667,10,0,0,63.75
3797661,28,13,47378.8,4165.717,2605.333,455,670,70,0,0,285.3833
3797681,78,10,19760,1429,291,572,341,41,0,178,0
3797691,77,15,12000,1386,610,260,1,0,0,365,0
3797701,65,11,33829.8,1420.067,582,216.6667,300,0,100,24,93.4
3797721,31,15,71845,6229.5,1962,918.6667,620,400,0,1748.6667,580.1667
3797741,40,11,-115,200,0,86.6667,60,0,0,0,0
3797761,19,12,22217,1659.083,518,186.3333,421,21,0,0,159.4167
3797771,81,12,65147.9,4073.667,3782.333,52,0,11,60,0,147
3797841,24,12,41644,2176.583,1321,195,150,39,50,0,242.25
3797851,52,13,54552.4,3465.583,2258.333,715.3333,0,0,0,0,384.25
3797871,81,12,19727,1422,720,273,185.333,92,6.6667,115,0
3797881,76,16,44034.4,3047.779,789,303.3333,482,428,0,0,1036.4456
3797931,87,16,6477.6,5010.033,2904.25,1170,20,110,33.3333,390,14.45
3797951,35,15,36015,6545.667,3147,1863.3333,474,498,0,0,255
3797961,25,13,26430,1658.917,308,325,412.667,225,0,197,191.25
3798001,53,13,34224.4,3786.9,2760.667,52,394,32,0,215,241.5667
3798011,64,13,39977,2678.333,1488.333,173.3333,85,110,0,141,600.6667
3798041,61,14,32227.6,12661.583,411.667,1126.6667,10050,110,0,160,458.25
3798051,76,12,2315,1085.667,780,151.6667,0,150,4,0,0
3798091,69,13,287040.5,8868.474,5077.25,823.3333,0,225,100,0,2072.8911
3798101,40,15,28742,2360.333,1393,541.6667,183,5,113.3333,0,124.3333
3798121,56,12,54026,6244.5,2991,403.3333,1755.333,293,0,0,425.1667
3798131,53,12,10020,1049,345.333,390,80,38,7,0,0
3798151,26,16,57143,3124.583,1665,498.3333,390,30,82,13,446.25
3798171,28,12,72163,4841.417,1512,606.6667,1215,235,148,240,516.4167
3798191,62,12,5402,621.667,228.667,173.3333,85,112,7.3333,0,15.3333
3798221,87,16,34284.6,4576.25,1037.667,459.3333,1964,149,0,717,5.0833
3798231,76,13,43588.2,4259.667,967.667,476.6667,120,58,0,1940,0
3798251,47,11,51700.6,4211,2314.667,826.6667,545,64,0,0,350.6667
3798261,77,12,25410,1453.667,467.333,258.3333,0,116,0,130,342
3798271,60,12,71723,4772.917,834.333,650,592,132,0,882,825.9166
3798291,59,15,100089,8958.667,1251.333,585,2140,204,0,1170,1620
3798341,66,12,115839.2,4374.917,2086.667,520,672,7,0,100,663.5833
3798351,27,15,1581.2,4684,2028,1256.6667,698.333,567,4,0,0
3798361,72,15,44464,3519.5,1899,943,381,113,0,58,0
3798381,32,13,104632.4,4264.45,1425.667,953.3333,350,85,0,498.6667,793.45
3798391,29,13,53777,2756.25,1407,498.3333,108.333,37,120,108.3333,382.5833
3798411,75,16,94110.8,8420.35,4869.25,845,950,110,66.6667,598.3333,281.1
3798421,31,15,54247,3819,1656.333,563.3333,560,368,0,88,563.3333
3798431,30,13,51575.8,4842.983,2536.5,674,819,10,368,116,319.4833
3798441,65,12,22854,2074.083,1426.333,325,125,83,0,0,114.75
3798481,52,12,28240,1662.367,758,173.3333,402.333,77,0,0,196.7
3798491,61,16,167474.6,8953.779,3039,1191.6667,962.667,1292,68,763,1036.4456
3798541,44,15,87215.6,4364.267,2256.667,650,80,195,0,281.6667,620.9333
3798581,61,11,77686.4,4190.25,1512.667,628.3333,555,99,0,357.6667,664.25
3798591,87,15,21108,1926.333,1144,303.3333,309.333,133,0,0,0
3798601,64,11,37380,2674.667,536,780,700,109,0,260,0
3798611,63,16,82713,10654.167,5827.667,1739.6667,899.667,205,151.6667,240,637.5
3798631,40,11,29200.6,2278.467,1649.667,368.6667,50,0,0,0,210.1333
3798642,65,12,1670.4,0,0,0,0,0,0,0,0
3798671,44,15,90463,5282.917,1558.333,975,855,25,101,271,1437.5833
3798682,72,12,23605,1681,656.333,130,766.667,76,0,34,0
3798694,40,16,60668,6278.767,2392,1430,800,230,40,180,424.7667
3798701,36,15,78220.8,5096.567,1441.333,496.6667,944,529,156,320,999.5667
3798711,67,13,188180,10705.196,6467,455,984,191,25,908,1355.1956
3798734,40,16,108038,5518.167,1609.667,693.3333,1606.667,70,170,3.3333,1195.1667
3798761,48,16,57748.6,12888.396,1591,2691.6667,135,0,15,505,1406.0622
3798771,81,13,20458,695.167,153.833,258.3333,20,47,0,216,0
3798811,80,12,38376,13181.667,5392.333,1975,1116.667,150,33.3333,3481,0
3798821,78,16,25608,2546,971,1105,100,0,0,350,0
3798831,61,15,226019.2,8523.596,1683.667,520,218,150,0,477,5189.9289
3798841,53,14,22540,1128.75,295,65,521,105,0,0,77.75
3798851,64,12,980,1811.667,383.333,281.6667,930,0,0,0,0
3798881,32,12,95364.6,4629.8,2213.333,650,105,225,0,600,686.4667
3798891,74,14,26872.8,3266.617,1934.25,476.6667,402,46,0,301,71.7
3798931,53,12,156727,5527.583,1545.333,303.3333,692.333,322,333,95.3333,1802.9167
3798951,53,14,106928,6243.583,3266.25,650,569,262,43,0,510
3798961,66,12,37516,4739.667,2220.333,671.6667,1490,78,0,50,0
3798971,32,13,78894,5060.25,2695.667,715,686.667,111,0,300,541.9167
3798991,87,13,15303,1178.167,233.5,281.6667,352,0,0,41,0
3799001,78,12,16608,2886.333,1865,433.3333,0,99,0,444,0
3799011,21,12,23532,1396.667,611,216.6667,346,48,0,0,168.3333
3799031,33,13,147853,11269.167,4360.667,1108,4103.667,179,0,260,1096.5
3799041,51,15,114324,9402.75,1890.667,1083.3333,3606.667,653,100,0,1640.75
3799121,71,12,4268,2149,1206,455,414,74,0,0,0
3799141,57,14,131141.2,11332.7,6135.333,650,784.667,165,300,485,1831.8666
3799201,55,16,274431.8,18757.562,6253,2986.3333,2526.667,455,367.3333,766,3962.2289
3799211,36,12,2320.8,260,0,260,0,0,0,0,0
3799231,68,14,102183,3330.8,997.333,866.6667,85,106,18,440,651.1333
3799251,58,15,249340.6,11533.446,2487.333,583.3333,1047,715,3398.3333,839.6667,2009.4456
3799261,27,15,3492,1404.25,376.667,325,80,500,100,0,15.9167
3799271,63,12,138817.4,8880.7,2626,1368.6667,2309.333,85,700,750,828.3667
3799281,41,15,72088.6,5246.533,2519,463.6667,466,188,73,338.3333,686.2
3799301,73,13,38488,2513.167,763,820.3333,298,153,0,0,223.1667
3799311,42,14,170122.6,10157.6,2360,1386.6667,540,224,66.6667,899.3333,1314.2667
3799341,70,15,121475.8,13588.7,8254.333,1137.6667,230,288,140,1662,556.7
3799381,51,11,66512,5268.25,3319.667,433.3333,551,337,0,65,542.25
3799391,34,14,76851,4504,1550.333,756.6667,407,85,120,100,1425
3799401,34,12,30083,2022.667,406,671.6667,578,137,0,100,0
3799461,77,14,22408,3301.917,922.667,762.6667,486,269,156,500,17.25
3799491,49,12,63063,6665.833,1580,650,1914,856,0,437.6667,478.1667
3799503,27,15,27515,2056.917,1112,170,94,157,124,170,191.25
3799521,24,12,99407.8,5968.6,2345,841.6667,1270,183,60,100,661.2667
3799534,22,12,21281,1054.167,645,173.3333,92,20,32,0,91.8333
3799611,32,11,40141,4225.5,383,346.6667,3197,100,0,100,98.8333
3799621,41,12,37349,3440.667,1194.667,628.3333,292,20,0,660,372.3333
3799631,31,13,52071,4217.083,1421.167,628.3333,800,268,8.3333,247,344.25
3799641,28,16,42813,2265.667,1052,476.6667,186,34,0,155,306
3799651,43,15,15975,1896.667,594,476.6667,275,126,0,425,0
3799661,79,12,20124.4,1157.5,309,364,164.333,53,42,55,10.1667
3799671,42,16,48000,3542,2008,1384,40,10,0,0,0
3799681,80,15,27226.8,1844.333,708.333,325,214,0,0,582,0
3799691,44,14,55689,2767.583,621,290.3333,874,181,40,102.3333,423.9167
3799701,57,12,16063,2387.283,919,303.3333,569.667,130,0,91,107.95
3799711,16,11,24716.8,1370.333,634.333,499.3333,30,0,0,195,0
3799751,67,15,37584,6262.667,621.667,1068.6667,604.667,919,30,352,2341.6667
3799774,23,15,11598.8,17723.65,3997.333,433.3333,700,0,0,0,72.9833
3799791,87,10,15746,3317,2772,0,0,0,0,0,528
3799811,32,15,94507,5470.083,2127.667,1083.3333,718.667,383,0,0,714.0833
3799871,87,13,19608,1030.667,225,255.6667,167.667,0,29.3333,270,0
3799891,80,16,35059,1245.333,543,281.6667,30,90,0,72,0
3799911,70,13,23543,2517.333,802.667,303.3333,290,281,0,192,0
3799931,67,13,12352.2,1318,939,195,50,0,0,134,0
3799941,61,10,30682.4,2569.779,663.333,411.6667,433.333,0,0,0,1036.4456
3799961,38,16,147820.6,7388.667,3021.667,580,635,502,0,216.6667,2063.3333
3799971,80,15,68038,2621.917,827.167,216.6667,0,92,0,190,1079.4167
3799981,59,15,144803,15481.333,926.333,1256.6667,700,66,16.6667,1300,1115.6667
3799991,44,12,54988,3871.617,1090,541.6667,760,117,159,541.6667,324.2833
3800031,71,12,82666,2051.383,538.333,368.3333,410,0,0,100,621.3833
3800041,30,10,48592.2,2421.55,1087.333,424,33.333,280,0,200,306.8833
3800063,60,14,169912,12767.917,5462.333,703.3333,1026.667,199,0,674,3149.25
3800081,62,11,44862.2,3446.133,1183,541.6667,574,91,365,80,249.8
3800111,27,15,55018,3311.167,1307.667,346,193,247,0,75,1091.1666
3800121,64,15,13676,1518.5,594.833,164.6667,20,223,0,264.3333,0
3800154,73,14,195818.8,5774.112,658,823.3333,1876.667,89,0,400,1660.4456
3800251,75,13,4822,898.667,348.333,182,4.333,0,15,269,0
3800261,49,16,229367.2,28449.891,11078.333,1573.3333,1064.667,1249,25,246.6667,2072.8911
3800271,26,13,36039.8,2992.85,1598,693.3333,150,100,0,0,224.85
3800281,43,16,151573,11247,2603.333,1891.3333,345,735,500,2246,2738
3800291,56,13,148048,17908.587,2770.333,849.3333,1272.333,125,0,615,11970.2534
3800351,31,15,165756,12862.946,5933,1851.3333,2029.667,270,200,0,1418.9456
3800411,35,11,34888,2506.25,913,346.6667,548.667,99,0,315,283.9167
3800421,42,14,51000.6,3753.15,1679,520,207.333,30,24,315,357.15
3800431,28,12,54579,3002.583,981,816.6667,641,0,50,39,324.9167
3800441,51,11,60782,4539.8,1873.5,650,1550,62,0,0,404.3
3800521,55,12,23697,6673.583,4305,606.6667,1372,35,266,6,82.9167
3800541,49,10,45768.4,4604.667,1400,1321.6667,1450,120,0,0,299.6667
3800561,50,13,13746,1075.417,510,277.3333,126.667,0,70,0,90.4167
3800581,70,12,36298,1308.633,153,99.6667,308.333,0,58,393.3333,146.3
3800611,80,15,80667.4,6194.25,2248.25,329.3333,243,42,0,1826.6667,0
3800621,20,13,39183,4185.75,906,671.6667,1603,94,410,97,270.75
3800631,28,13,99182.6,3004.65,1222.667,871,0,140,0,0,698.3167
3800641,54,14,130636,12516.867,3740.333,1170,1770,230,150,2903.3333,1919.2
3800663,43,12,87147.8,2999.162,1333,520,0,0,0,0,1146.1622
3800671,20,12,23217,929.417,515,216.6667,0,12,0,0,165.75
3800701,73,15,21044,2434.667,816,606.6667,582,15,0,0,375
3800711,71,11,11052,545.833,250.5,173.3333,0,0,20,11,0
3800721,66,11,10541,1018,609,238.3333,0,69,0,0,0
3800731,63,16,78778.6,4586.5,1906.667,281.6667,489,91,0,400,1391.5
3800761,49,16,100684,6784.583,940.333,1256.6667,2826.667,196,40,151.6667,701.25
3800793,25,14,42963,1989,487.667,598,278.333,90,0,108.3333,299.6667
3800801,79,15,68053.2,2860.633,619.333,715,272,70,0,420,293.9667
3800821,65,13,34201.6,3317.333,872.333,303.3333,424.667,40,0,987,600
3800841,62,14,358791,26459.558,9073,1191.6667,2671.667,7720,1427,1840,2072.8911
3800861,53,14,239909,12124.391,6319.833,1035,669,130,670,305.6667,2072.8911
3800871,71,14,44232.4,4948,1737,462,1243.667,89,0,1118,0
3800881,67,13,74532.2,2771.733,675,108.3333,740,337,0,18,660.7333
3800911,64,14,50856,3570.333,1709.667,606.6667,150,94,0,850,0
3800931,52,16,96947,6524,2074.667,515.6667,351,248,282,625,1122
3800951,28,16,167272,9283.25,4595.667,1250,421,582,43.3333,15,2211.5834
3800961,40,15,94584,6363.333,2491,433.3333,1390,85,73,825,707.6667
3800971,23,12,35395,2107.167,323.667,606.6667,545,103,58.3333,121,229.5
3800981,61,15,230938.6,12704.917,5351.333,1610,3500,377,0,591.6667,1161.5833
3800991,66,16,108202,8547,1944,1461.3333,1575.667,772,695,1073,0
3801011,26,12,61381,1886.25,825,182,162,230,0,0,446.25
3801021,57,12,63292.4,3780.05,1137,585,291.333,96,0,756.3333,722.7167
3801091,68,16,86971.4,6955,2825.667,1126.6667,550,228,50,525,1218
3801111,35,12,46505.8,7834.367,980.667,351,4069.333,583,0,476.6667,568.7
3801131,60,15,87851,2902.75,1154,888.3333,55,81,0,55,669.4167
3801151,30,13,36129.6,4162.3,1130.667,368.3333,1091,469,0,12.6667,270.6333
3801201,31,13,74178,5902.167,1979.333,750,551.333,336,464,140,637.5
3801211,51,15,85431.6,6393.983,2055.667,541,2976,88,0,92,641.3167
3801231,49,13,35490.2,2276.1,333.333,455,985,31,166,50,255.7667
3801281,55,14,168193.8,9198.25,1949.667,780,3206,257,0,700,2185.5834
3801291,69,13,88478,4616.167,1355,650,240,112,90,775.6667,1132.5
3801331,27,15,30832,3392.833,1433,433.3333,386.667,0,0,0,223.1667
3801342,61,15,54227,2679.333,1997,164.6667,149.667,149,0,139,50
3801391,45,15,156075,10529.917,3933.25,1213.3333,1656,578,0,457.3333,2452
3801401,60,12,60192.6,2838.75,796,858,0,343,0,499,113.75
3801411,87,12,13896,1242.333,454,229.6667,20,94,40,278,90
3801431,71,10,8688,546,420,47.6667,20,0,10.6667,0,0
3801441,50,14,63201,4228.083,3104.333,390,30,0,3.3333,69,579.4166
3801453,33,11,5539.2,1785.667,256,563.3333,238,0,0,560,0
3801461,57,11,2077.2,2627.267,1482.667,433.3333,128,71,13.6667,185,10.2667
3801491,47,16,204338,8471.75,1129,1789.3333,2359,184,0,533.3333,2155.0833
3801501,59,13,39592.8,3260.633,1015.333,390,649.667,0,46.6667,0,680.6333
3801511,33,15,75245,3280.667,1094.333,536.6667,650,0,0,455,510
