INC_RNKM,INC_RNK5,INC_RNK4,INC_RNK3,INC_RNK2,INC_RNK1,INC_RANK,NEWID,AGE_REF,AGE_REF_,AGE2,AGE2_,BLS_URBN,CUTENURE,CUTE_URE,DESCRIP,DESCRIP_,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,EMPLTYP1,EMPL_YP1,EMPLTYP2,EMPL_YP2,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGVX,FGVX_,FINCBEFX,FINC_EFX,FINLWT21,FIRAX,FIRAX_,FJSSDEDX,FJSS_EDX,FPVTX,FPVTX_,FREEMLX,FREEMLX_,FRRX,FRRX_,FS_MTHI,FS_MTHI_,FSS_RRX,FSS_RRX_,FSUPPX,FSUPPX_,FWAGEX,FWAGEX_,HRSPRWK1,HRSP_WK1,HRSPRWK2,HRSP_WK2,JFS_AMT,JFS_AMT_,JGRCFDMV,JGRC_DMV,JGRCFDWK,JGRC_DWK,JGROCYMV,JGRO_YMV,JGROCYWK,JGRO_YWK,LUMPX,LUMPX_,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,OCCEXPNX,OCCE_PNX,OCCULIS2,OCCU_IS2,OTHINX,OTHINX_,OTHRECX,OTHRECX_,PERSLT18,PERS_T18,PERSOT64,PERS_T64,OCCULIS1,OCCU_IS1,POPSIZE,RACE2,RACE2_,REC_FS,REC_FS_,REF_RACE,REF__ACE,REGION,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,STRTMNTH,STRTYEAR,TYPOWND,TYPOWND_,VEHQ,VEHQ_,WEEKI,WEEKI_,WEEKN,WELFRX,WELFRX_,WHYNWRK1,WHYN_RK1,WHYNWRK2,WHYN_RK2,WK_WRKD1,WK_W_KD1,WK_WRKD2,WK_W_KD2,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28,WTREP29,WTREP30,WTREP31,WTREP32,WTREP33,WTREP34,WTREP35,WTREP36,WTREP37,WTREP38,WTREP39,WTREP40,WTREP41,WTREP42,WTREP43,WTREP44,FOODTOT,FOODHOME,CEREAL,BAKEPROD,BEEF,PORK,OTHMEAT,POULTRY,SEAFOOD,EGGS,MILKPROD,OTHDAIRY,FRSHFRUT,FRSHVEG,PROCFRUT,PROCVEG,SWEETS,NONALBEV,OILS,MISCFOOD,FOODAWAY,ALCBEV,SMOKSUPP,PET_FOOD,PERSPROD,PERSSERV,DRUGSUPP,HOUSKEEP,HH_CU_Q,HH_CU_Q_,HHID,HHID_,CHILDAGE,CHIL_AGE,INCLASS,STATE,INC__ANK,CUID,HORREF1,HORREF1_,HORREF2,HORREF2_,FGVXM,FGVXM_,FINCBEFM,FINC_EFM,FINCBEF1,FINCBEF2,FINCBEF3,FINCBEF4,FINCBEF5,FINCBEFI,FJSSDEDM,FJSS_EDM,FJSSDED1,FJSSDED2,FJSSDED3,FJSSDED4,FJSSDED5,FPVTXM,FPVTXM_,FRRXM,FRRXM_,FS_AMTXM,FS_A_TXM,FS_AMTX1,FS_AMTX2,FS_AMTX3,FS_AMTX4,FS_AMTX5,FS_AMTXI,FSS_RRXM,FSS__RXM,FSS_RRX1,FSS_RRX2,FSS_RRX3,FSS_RRX4,FSS_RRX5,FSS_RRXI,FSUPPXM,FSUPPXM_,FSUPPX1,FSUPPX2,FSUPPX3,FSUPPX4,FSUPPX5,FSUPPXI,FWAGEXM,FWAGEXM_,FWAGEX1,FWAGEX2,FWAGEX3,FWAGEX4,FWAGEX5,FWAGEXI,INC__NKM,JFS_AMTM,JFS__MTM,JFS_AMT1,JFS_AMT2,JFS_AMT3,JFS_AMT4,JFS_AMT5,OTHINXM,OTHINXM_,OTHINX1,OTHINX2,OTHINX3,OTHINX4,OTHINX5,OTHINXI,WELFRXM,WELFRXM_,WELFRX1,WELFRX2,WELFRX3,WELFRX4,WELFRX5,WELFRXI,PICKCODE,LUMPB,LUMPB_,LUMPBX,LUMPBX_,OTHINB,OTHINB_,OTHINBX,OTHINBX_,WELFRB,WELFRB_,WELFRBX,WELFRBX_,PSU,HIGH_EDU,FSMPFRMX,FSMP_RMX,FSMPFRX1,FSMPFRX2,FSMPFRX3,FSMPFRX4,FSMPFRX5,FSMPFRXI,FSMPFRXM,INTRDVB,INTRDVB_,INTRDVBX,INTR_VBX,INTRDVX,INTRDVX_,INTRDVX1,INTRDVX2,INTRDVX3,INTRDVX4,INTRDVX5,INTRDVXI,INTRDVXM,NETRENTB,NETR_NTB,NETRENTX,NETR_NTX,NETRNTBX,NETR_TBX,NETRENT1,NETRENT2,NETRENT3,NETRENT4,NETRENT5,NETRENTI,NETRENTM,OTHREGB,OTHREGB_,OTHREGBX,OTHR_GBX,OTHREGX,OTHREGX_,OTHREGX1,OTHREGX2,OTHREGX3,OTHREGX4,OTHREGX5,OTHREGXI,OTHREGXM,RETSRVBX,RETS_VBX,RETSURVB,RETS_RVB,RETSURVX,RETS_RVX,RETSURV1,RETSURV2,RETSURV3,RETSURV4,RETSURV5,RETSURVI,RETSURVM,ROYESTB,ROYESTB_,ROYESTBX,ROYE_TBX,ROYESTX,ROYESTX_,ROYESTX1,ROYESTX2,ROYESTX3,ROYESTX4,ROYESTX5,ROYESTXI,ROYESTXM,FSMP_RXM,INTR_VXM,NETR_NTM,OTHR_GXM,RETS_RVM,ROYE_TXM,DIVISION,REFGEN,HISP_REF,HISP2
0.5971703,0.6086102,0.5939662,0.6015914,0.6003649,0.5999949,0.6823511,3672251,56,D,56,D,1,1,D,1,D,1,D,13,D,12,D,1,D,,A,2,D,1,D,0,D,68000,D,29971.914,4800,D,5202,D,0,D,,A,0,D,,A,0,D,0,D,68000,D,63,D,,A,0,D,326,D,75,D,326,D,75,D,,A,1,,1,D,,A,,A,,A,0,T,0,D,0,D,1,D,3,1,,2,D,1,D,3,1,D,2,,1,4,2017,1,D,2,D,1,D,2,,A,,A,4,D,52,D,0,D,,58959.875,,72567.463,,,,57241.051,58251.601,76238.777,68321.575,42513.351,,49109.967,91390.537,41781.01,,,46722.38,,48755.31,,,65941.682,57587.643,,41207.505,58831.43,,43956.753,,58395.78,76678.715,,,,43705.373,,,,,,58622.596,75969.293,268.43001,239.21001,18.33,5.5,25.76,3.99,15.22,12.34,21.90264,4.13643,1.96,20.74,18.74,23.25094,6.78942,4.03058,4.33,0,9.79,42.4,29.22,53.28,44.7,13.88,5.77489,0,35.34261,7.41,1,D,,A,0,D,8,45,D,367225,,A,,A,0,D,68000,D,68000,68000,68000,68000,68000,100,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,68000,D,68000,68000,68000,68000,68000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,5,3,2,2
0.5969396,0.6083796,0.5937356,0.6013608,0.6001343,0.5997643,0.6815613,3672252,56,D,56,D,1,1,D,1,D,1,D,13,D,12,D,1,D,,A,2,D,1,D,0,D,68000,D,29971.914,4800,D,5202,D,0,D,,A,0,D,,A,0,D,0,D,68000,D,63,D,,A,0,D,326,D,75,D,326,D,75,D,,A,1,,1,D,,A,,A,,A,0,T,0,D,0,D,1,D,3,1,,2,D,1,D,3,1,D,2,,1,4,2017,1,D,2,D,2,D,2,,A,,A,4,D,52,D,0,D,,58959.875,,72567.463,,,,57241.051,58251.601,76238.777,68321.575,42513.351,,49109.967,91390.537,41781.01,,,46722.38,,48755.31,,,65941.682,57587.643,,41207.505,58831.43,,43956.753,,58395.78,76678.715,,,,43705.373,,,,,,58622.596,75969.293,63.46,63.46,1.64,0,7.64,20.37,2.98,0,0,0.68,0,10.38,3.87,5.03,1.55,0,0,0,0,9.32,0,46.43,88.4,3.87,0,0,31.70056,3.34,1,D,,A,0,D,8,45,D,367225,,A,,A,0,D,68000,D,68000,68000,68000,68000,68000,100,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,68000,D,68000,68000,68000,68000,68000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,5,3,2,2
0.9944712,0.9937834,0.9944043,0.9941843,0.9944043,0.9941896,0.9933506,3672261,61,D,,A,2,1,D,1,D,1,D,15,D,,A,5,D,,A,1,D,8,D,0,D,493324,T,45015.377,114096,T,17610,T,37442,T,,A,0,D,,A,0,D,0,D,300824,T,25,D,,A,0,D,870,D,200,D,1304,D,300,D,,A,3,,1,D,,A,,A,,A,0,T,0,D,0,D,1,D,5,,A,2,D,1,D,3,1,D,,A,2,4,2017,1,D,1,D,1,D,2,,A,,A,,A,52,D,,A,82060.292,76295.958,,95557.758,81423.729,81129.128,86003.136,79451.507,,,,72168.181,,82188.762,82848.8,85321.392,,,,,,90103.187,,,,83136.327,75800.047,,75646.475,,80048.837,80081.324,,,61531.311,,,88164.664,,87981.786,,,79716.406,82888.397,113.95,113.95,4.76,0,0,14.21,12.92,9.23,0,0,0,0,19.07,3.02,0,1.77,0,15.53,0,33.44,0,0,0,23.32,25.43,21.8,40,13.31,1,D,,A,0,D,9,,T,367226,,A,,A,0,D,466908,T,466908,466908,466908,466908,466908,301,14240.1,T,14240,14240,14240,14240,14240,37402,T,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,233230.8,T,233231,233231,233231,233231,233231,100,T,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,15,187500,D,228677,228677,228677,228677,228677,301,228677,,A,,A,5000,D,5000,5000,5000,5000,5000,100,5000,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,T,D,A,A,A,A,,3,2,
0.9948176,0.9941298,0.9947507,0.9945307,0.9947507,0.994536,0.993697,3672262,61,D,,A,2,1,D,1,D,1,D,15,D,,A,5,D,,A,1,D,8,D,0,D,493324,T,45015.377,114096,T,17610,T,37442,T,,A,0,D,,A,0,D,0,D,300824,T,25,D,,A,0,D,870,D,200,D,1304,D,300,D,,A,3,,1,D,,A,,A,,A,0,T,0,D,0,D,1,D,5,,A,2,D,1,D,3,1,D,,A,2,5,2017,1,D,1,D,2,D,2,,A,,A,,A,52,D,,A,82060.292,76295.958,,95557.758,81423.729,81129.128,86003.136,79451.507,,,,72168.181,,82188.762,82848.8,85321.392,,,,,,90103.187,,,,83136.327,75800.047,,75646.475,,80048.837,80081.324,,,61531.311,,,88164.664,,87981.786,,,79716.406,82888.397,64.63,64.63,13.72,0,0,0,0,14.49,0,0,0,6.69,0,0,0,3.02,0,3.03,0,23.68,0,0,0,0,0,0,50.38,0,1,D,,A,0,D,9,,T,367226,,A,,A,0,D,466908,T,466908,466908,466908,466908,466908,301,14240.1,T,14240,14240,14240,14240,14240,37402,T,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,233230.8,T,233231,233231,233231,233231,233231,100,T,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,15,187500,D,228677,228677,228677,228677,228677,301,228677,,A,,A,5000,D,5000,5000,5000,5000,5000,100,5000,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,T,D,A,A,A,A,,3,2,
0.1658133,0.1765186,0.1693293,0.1712693,0.1738149,0.1706878,0.2919254,3672281,79,D,,A,1,2,D,5,D,8,D,12,D,,A,,A,,A,1,D,8,D,0,D,18516,D,34500.413,0,D,0,D,0,D,,A,0,D,,A,18516,D,0,D,0,D,,A,,A,0,D,283,D,65,D,326,D,75,D,,A,2,,0,D,,A,,A,,A,0,T,0,D,1,D,,A,5,,A,2,D,1,D,,2,D,,A,2,4,2017,1,D,2,D,1,D,2,,A,4,D,,A,0,D,,A,59502.899,,,,73251.396,,71807.458,67529.003,75015.778,,,,,,83717.062,,,,63579.936,99879.479,,61660.644,,71174.897,62084.692,,,62614.196,,,65300.507,,78522.343,,,67837.989,56014.875,73397.139,,66129.305,57275.345,68632.364,68050.659,71187.493,64.71,64.71,1.72,2.76,12.56,10.26,0,0,0,0,5.81,2.62,0,4.9,0,4.67,0,11.05,8.36,0,0,0,0,0,0,0,0,5.12,1,D,,A,0,D,4,,D,367228,,A,,A,0,D,18516,D,18516,18516,18516,18516,18516,100,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,18516,D,18516,18516,18516,18516,18516,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,,2,2,
0.1655478,0.1762531,0.1687969,0.1710038,0.1735494,0.1704223,0.29166,3672282,79,D,,A,1,2,D,5,D,8,D,12,D,,A,,A,,A,1,D,8,D,0,D,18516,D,34500.413,0,D,0,D,0,D,,A,0,D,,A,18516,D,0,D,0,D,,A,,A,0,D,283,D,65,D,326,D,75,D,,A,2,,0,D,,A,,A,,A,0,T,0,D,1,D,,A,5,,A,2,D,1,D,,2,D,,A,2,4,2017,1,D,2,D,2,D,2,,A,4,D,,A,0,D,,A,59502.899,,,,73251.396,,71807.458,67529.003,75015.778,,,,,,83717.062,,,,63579.936,99879.479,,61660.644,,71174.897,62084.692,,,62614.196,,,65300.507,,78522.343,,,67837.989,56014.875,73397.139,,66129.305,57275.345,68632.364,68050.659,71187.493,38.24,30.56,0,3.48,11.33,0,0,0,0,0,0,2.05,0,5.57,0,0,2.02,0,3.05,3.06,7.68,0,0,0,0,0,3.26536,6.3,1,D,,A,0,D,4,,D,367228,,A,,A,0,D,18516,D,18516,18516,18516,18516,18516,100,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,18516,D,18516,18516,18516,18516,18516,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,12,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,,2,2,
0.6839496,0.6862078,0.668241,0.6849584,0.7006923,0.6749409,0.7406669,3672301,47,D,,A,1,1,D,1,D,4,D,16,D,,A,3,D,,A,2,D,9,D,0,D,82000,D,38544.574,0,D,6273,D,5565,D,,A,0,D,,A,0,D,0,D,82000,D,40,D,,A,0,D,326,D,75,D,435,D,100,D,,A,3,,2,D,,A,,A,,A,0,T,0,D,0,D,2,D,2,,A,2,D,1,D,2,2,D,,A,1,4,2017,1,D,2,D,1,D,2,,A,,A,,A,52,D,,A,82794,,,70096.174,69253.651,,96086.076,,71121.653,78626.513,,,83618.016,,,92854.195,,72957.163,,,81230.866,65410.422,79573.505,,82199.378,79430.61,80546.561,67523.897,83784.869,,,,71944.807,,91123.481,73626.146,63756.794,,,,,,66481.184,,68.91,19.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.27,0,0,12.67,48.97,0,0,0,0,0,0,5.79856,1,D,,A,7,D,9,55,D,367230,,A,,A,0,D,83868.6,D,82822,86616,84124,82251,83530,201,0,D,0,0,0,0,0,5565,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,83868.6,D,82822,86616,84124,82251,83530,201,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,16,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,3,4,2,
0.6864594,0.706427,0.6685375,0.6813774,0.6836444,0.6845558,0.7413516,3672302,47,D,,A,1,1,D,1,D,4,D,16,D,,A,3,D,,A,2,D,9,D,0,D,82000,D,38544.574,0,D,6273,D,5565,D,,A,0,D,,A,0,D,0,D,82000,D,40,D,,A,0,D,326,D,75,D,435,D,100,D,,A,3,,2,D,,A,,A,,A,0,T,0,D,0,D,2,D,2,,A,2,D,1,D,2,2,D,,A,1,5,2017,1,D,2,D,2,D,2,,A,,A,,A,52,D,,A,82794,,,70096.174,69253.651,,96086.076,,71121.653,78626.513,,,83618.016,,,92854.195,,72957.163,,,81230.866,65410.422,79573.505,,82199.378,79430.61,80546.561,67523.897,83784.869,,,,71944.807,,91123.481,73626.146,63756.794,,,,,,66481.184,,66.41,18.47,0,0,0,0,0,3.49,14.98,0,0,0,0,0,0,0,0,0,0,0,47.94,8.74,0,0,124.44,73.85,0,4.73,1,D,,A,7,D,9,55,D,367230,,A,,A,0,D,84035.6,D,84105,83277,83541,82253,87002,201,0,D,0,0,0,0,0,5565,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,84035.6,D,84105,83277,83541,82253,87002,201,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,16,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,3,4,2,
0.5042845,0.5072709,0.5039733,0.5298145,0.5266265,0.4979447,0.5938105,3672311,57,D,57,D,1,2,D,1,D,6,D,12,D,12,D,,A,3,D,3,D,4,D,0,D,54000,D,70558.87,100,D,4131,D,0,D,,A,0,D,,A,0,D,0,D,54000,D,,A,4,D,0,D,239,D,55,D,326,D,75,D,,A,1,,2,D,,A,2,D,,A,0,T,0,D,0,D,,A,1,1,,2,D,1,D,3,1,D,2,,1,4,2017,1,D,3,D,1,D,2,,A,1,D,,A,0,D,52,D,,,,,,124386.466,127432.303,139416.282,,126071.006,,,,124022.495,129284.902,123465.956,108670.513,113367.432,,96059.336,116184.448,151866.097,,,124611.044,,128875.379,,,110945.777,128636.85,,114721.038,114764.716,,109552.719,,137100.377,121318.645,,,,137708.071,,305.6135,58.64,0,2.28,13.92,6.64,0,17.13,0,0,0,3.32,0,1.74,0,0,0,7.3,3.09,3.22,246.9735,19.9265,0,5.75,12.25578,0,6.60933,13.37488,1,D,,A,7,D,8,48,D,367231,2,D,2,D,0,D,54017.4,D,51964,55747,56668,53392,52316,301,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,54017.4,D,51964,55747,56668,53392,52316,301,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S37B,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,7,3,1,1
0.5322932,0.5471896,0.5394696,0.4995566,0.5516641,0.5391351,0.5932676,3672312,57,D,57,D,1,2,D,1,D,6,D,12,D,12,D,,A,3,D,3,D,4,D,0,D,54000,D,70558.87,100,D,4131,D,0,D,,A,0,D,,A,0,D,0,D,54000,D,,A,4,D,0,D,239,D,55,D,326,D,75,D,,A,1,,2,D,,A,2,D,,A,0,T,0,D,0,D,,A,1,1,,2,D,1,D,3,1,D,2,,1,4,2017,1,D,3,D,2,D,2,,A,1,D,,A,0,D,52,D,,,,,,124386.466,127432.303,139416.282,,126071.006,,,,124022.495,129284.902,123465.956,108670.513,113367.432,,96059.336,116184.448,151866.097,,,124611.044,,128875.379,,,110945.777,128636.85,,114721.038,114764.716,,109552.719,,137100.377,121318.645,,,,137708.071,,462.03265,5.68,0,0,0,0,0,0,0,2.19,0,0,0,0,0,0,0,0,0,3.49,456.35265,25.38735,0,0,0,0,0,3.78,1,D,,A,7,D,8,48,D,367231,2,D,2,D,0,D,57417.8,D,57627,59709,52582,58970,58201,301,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,57417.8,D,57627,59709,52582,58970,58201,301,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,S37B,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,7,3,1,1
0.8020423,0.7708208,0.6991442,0.8702179,0.8557139,0.725692,0.7442038,3672321,28,D,,A,1,1,D,1,D,4,D,15,D,,A,1,D,,A,2,D,9,D,0,D,83000,D,61769.539,0,D,6350,D,0,D,,A,0,D,,A,0,D,0,D,83000,D,40,D,,A,0,D,261,D,60,D,261,D,60,D,,A,5,,2,D,,A,,A,,A,0,T,0,D,0,D,3,D,2,,A,2,D,1,D,2,1,D,,A,1,4,2017,1,D,4,D,1,D,2,,A,,A,,A,52,D,,A,122465.335,,,118007.321,95943.814,,154381.226,,110536.77,113559.671,,,127985.891,,,130614.013,,105133.716,,,139925.675,105171.722,110465.302,,131628.128,140701.327,108686.24,146457.24,153954.42,,,,112980.449,,99387.917,118463.529,101121.395,,,,,,122257.153,,44.29,27.42,1.39,4.48,0,1.99,0,0,0,0.89,2.69,0,6.84,2.38,0,0,2,0,0,4.76,16.87,11.07,0,0,3.42,0,18.85,80.59,1,D,,A,0,D,9,55,D,367232,,A,,A,0,D,113277.6,D,95180,134220,145107,88312,103569,201,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,83000,D,83000,83000,83000,83000,83000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,16,0,D,12180,51220,62107,5312,20569,201,30278,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,3,5,2,
0.8179908,0.8873332,0.8511366,0.7321892,0.7064989,0.7996639,0.7449009,3672322,28,D,,A,1,1,D,1,D,4,D,15,D,,A,1,D,,A,2,D,9,D,0,D,83000,D,61769.539,0,D,6350,D,0,D,,A,0,D,,A,0,D,0,D,83000,D,40,D,,A,0,D,261,D,60,D,261,D,60,D,,A,5,,2,D,,A,,A,,A,0,T,0,D,0,D,3,D,2,,A,2,D,1,D,2,1,D,,A,1,5,2017,1,D,4,D,2,D,2,,A,,A,,A,52,D,,A,122465.335,,,118007.321,95943.814,,154381.226,,110536.77,113559.671,,,127985.891,,,130614.013,,105133.716,,,139925.675,105171.722,110465.302,,131628.128,140701.327,108686.24,146457.24,153954.42,,,,112980.449,,99387.917,118463.529,101121.395,,,,,,122257.153,,67.42,67.42,3.27,0,0,0,0,23.55,0,0,0,8.5,5.34,2.78,0,3.43,0,6.19,7.03,7.33,0,0,0,0,0,0,0,11.06,1,D,,A,0,D,9,55,D,367232,,A,,A,0,D,118532,D,116367,88080,95150,133296,159767,201,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,83000,D,83000,83000,83000,83000,83000,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,16,0,D,33367,5080,12150,50296,76767,201,35532,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,3,5,2,
0.1055371,0.1171035,0.1135285,0.1174816,0.1201855,0.1187231,0.2448306,3672341,64,D,,A,1,2,D,5,D,8,D,13,D,,A,,A,,A,1,D,8,D,0,D,14400,D,23857.968,0,D,0,D,0,D,,A,0,D,,A,14400,D,0,D,0,D,,A,,A,0,D,139,D,32,D,152,D,35,D,,A,2,,0,D,,A,,A,,A,0,T,0,D,0,D,,A,3,,A,2,D,1,D,2,2,D,,A,1,4,2017,1,D,1,D,1,D,2,,A,1,D,,A,0,D,,A,,42925.666,43151.239,54077.762,47657.626,,45813.127,42370.675,45736.565,,,42861.947,,45974.974,,,48935.207,46869.668,,43899.22,49265.962,,43394.551,,43885.372,48744.221,,,,45961.319,,,,,,43908.299,36406.082,49026.646,,50509.355,,,,46779.657,54.69,54.69,0,11.25,0,0,4.25,0,0,0,2.71,5.33,6.92,0,0,0,0.85,4.33,0,19.05,0,0,0,0,0,0,0,0,1,D,,A,0,D,3,20,D,367234,,A,,A,0,D,14400,D,14400,14400,14400,14400,14400,100,0,D,0,0,0,0,0,0,D,0,D,,A,,,,,,100,14400,D,14400,14400,14400,14400,14400,100,0,D,0,0,0,0,0,100,0,D,0,0,0,0,0,100,D,0,D,0,0,0,0,0,,A,,,,,,100,,A,,,,,,100,201,,A,,A,,A,,A,,A,,A,,13,0,D,0,0,0,0,0,100,0,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,,A,,A,,A,,,,,,100,,D,A,A,A,A,A,4,3,2,
